sex,age,educyr,farm,urban,hhsize,lntotal,lnmed,lnrlfood,lnexp12m,commune
female,32,7,no,yes,5,10.44321,6.393591,9.585828,6.393591,14
female,60,0,no,yes,4,10.36204,7.768956,9.475503,7.768956,14
male,61,3,no,yes,1,10.19987,9.11603,9.666311,9.11603,14
male,44,11,no,yes,5,10.95934,0,10.02872,NA,14
female,69,3,no,yes,6,10.1615,7.189922,9.474076,7.189922,14
male,40,12,no,yes,10,10.93826,7.276556,10.16471,7.276556,14
female,49,9,no,yes,6,10.33561,6.721426,9.624933,6.721426,14
female,35,3,no,yes,2,10.25431,4.248495,9.0977,4.248495,14
female,48,6,no,yes,3,9.409116,6.214608,8.852593,6.214608,14
male,39,16,no,yes,4,10.41381,6.661855,9.365067,6.661855,14
male,66,2,no,yes,7,10.80236,7.640123,9.692249,7.640123,14
male,52,5,no,yes,6,10.36671,5.966147,9.309728,5.966147,14
female,35,3,no,yes,6,9.941041,5.204007,9.415823,5.204007,14
male,47,0,no,yes,6,10.0124,5.823046,9.129211,5.823046,14
male,66,9,no,yes,9,10.85597,7.818028,9.817229,7.818028,14
male,63,6,no,yes,9,10.83801,7.620215,9.908034,7.620215,14
female,51,9,no,yes,3,10.99323,7.393263,9.976915,7.393263,14
male,54,12,no,yes,4,10.07897,5.981414,9.204985,5.981414,14
male,52,12,no,yes,5,10.86989,8.674197,9.679644,8.674197,14
female,40,6,no,yes,10,10.91882,6.813445,10.20763,6.813445,14
male,43,20,no,yes,6,11.59594,0,10.16127,NA,14
female,53,3,no,yes,5,9.795693,7.935587,9.22431,7.935587,14
male,71,2,no,yes,9,10.7096,4.510859,9.844344,4.510859,14
female,56,8,no,yes,12,10.85877,8.37908,10.20109,8.37908,14
male,61,9,no,yes,4,10.23945,5.783825,9.099164,5.783825,14
female,72,0,no,yes,2,9.105931,4.867535,8.775849,4.867535,14
female,53,6,no,yes,5,10.87921,7.907284,9.764872,7.907284,14
female,37,6,no,yes,7,10.56417,0,9.738763,NA,14
male,32,14,no,yes,4,10.37274,6.908755,9.40276,6.908755,14
female,30,9,no,yes,4,11.36739,7.621195,10.39206,7.621195,14
male,42,12,no,yes,4,9.943318,4.644391,8.41233,4.644391,15
male,52,9,no,yes,6,10.15712,5.783825,9.049118,5.783825,15
male,69,4,no,yes,5,10.53311,5.560682,9.789955,5.560682,15
male,38,8,no,yes,6,10.41681,6.659294,9.175867,6.659294,15
female,40,17,no,yes,4,10.76057,0,9.413346,NA,15
male,31,17,no,yes,3,10.17324,4.174387,8.790429,4.174387,15
male,68,3,no,yes,6,10.4768,4.174387,9.179746,4.174387,15
female,54,7,no,yes,6,11.28887,9.631679,9.936442,9.631679,15
female,44,14,no,yes,5,10.20455,0,8.965988,NA,15
male,32,14,no,yes,2,10.42844,0,9.092146,NA,15
male,47,9,no,yes,6,10.88827,5.560682,9.520394,5.560682,15
male,33,12,no,yes,3,10.67349,7.627544,9.221915,7.627544,15
female,24,8,no,yes,4,9.635473,8.934323,8.704593,8.934323,15
male,48,10,no,yes,4,10.34263,7.889459,8.732092,7.889459,15
male,60,8,no,yes,4,10.46321,5.455321,8.593197,5.455321,15
male,58,8,no,yes,4,10.37322,8.174421,8.634434,8.174421,15
female,63,3,no,yes,3,9.820215,7.17012,9.036035,7.17012,15
female,36,6,no,yes,4,10.21458,7.17012,9.154123,7.17012,15
female,41,6,no,yes,5,10.34784,7.863267,9.510111,7.863267,15
male,41,9,no,yes,4,9.874942,5.560682,8.719757,5.560682,15
female,32,12,no,yes,4,10.58057,8.779557,9.307522,8.779557,15
female,37,5,no,yes,4,10.83936,0,9.614647,NA,15
male,36,5,no,yes,4,10.88085,6.784457,8.8826,6.784457,15
male,47,15,no,yes,6,10.14986,8.23483,8.772498,8.23483,15
female,42,12,no,yes,4,10.37132,7.17012,8.99369,7.17012,15
male,66,16,no,yes,3,10.587,5.966147,9.339031,5.966147,15
male,43,6,no,yes,4,10.04835,0,8.749466,NA,15
male,28,9,no,yes,3,9.910023,0,8.338568,NA,15
male,37,8,no,yes,4,10.56215,5.273,8.583312,5.273,15
female,35,10,no,yes,3,9.905867,8.556414,9.112725,8.556414,15
female,78,5,no,yes,1,8.908631,0,7.587375,NA,16
male,68,2,no,yes,9,10.33226,6.253829,9.710582,6.253829,16
female,55,4,no,yes,6,9.970492,0,9.0293,NA,16
male,67,3,no,yes,4,9.566404,6.659294,8.894745,6.659294,16
female,65,15,no,yes,1,9.215596,4.174387,7.660853,4.174387,16
female,57,1,no,yes,3,10.06806,6.659294,8.831943,6.659294,16
female,57,2,no,yes,8,10.7725,7.640123,9.639969,7.640123,16
male,46,9,no,yes,4,9.746675,7.064759,8.833726,7.064759,16
female,42,7,no,yes,3,9.414799,0,8.71339,NA,16
female,69,0,no,yes,1,8.686795,8.33327,7.400916,8.33327,16
female,35,9,no,yes,5,11.12649,6.813445,10.04139,6.813445,16
female,60,4,no,yes,1,8.383971,0,7.600751,NA,16
male,50,4,no,yes,4,10.47303,10.08789,8.556683,10.08789,16
female,38,13,no,yes,6,10.08389,7.130899,8.731396,7.130899,16
female,56,5,no,yes,5,10.81329,0,9.273033,NA,16
male,66,9,no,yes,2,9.361064,6.659294,8.250068,6.659294,16
female,43,6,no,yes,5,10.29594,6.371612,8.863386,6.371612,16
male,54,17,no,yes,4,10.85746,6.659294,9.5186,6.659294,16
female,40,14,no,yes,1,9.776464,0,8.556927,NA,16
male,43,17,no,yes,5,10.57103,6.109248,9.026239,6.109248,16
male,35,14,no,yes,4,10.21358,5.783825,9.238008,5.783825,16
male,42,6,no,yes,6,9.922768,0,8.842116,NA,16
female,39,11,no,yes,3,10.1903,9.328835,8.819106,9.328835,16
female,58,11,no,yes,4,10.5742,9.611128,9.17488,9.611128,16
female,70,5,no,yes,2,8.881036,5.273,8.039186,5.273,16
male,51,7,no,yes,4,10.00619,0,8.997937,NA,16
female,48,15,no,yes,3,10.65897,0,8.688915,NA,16
male,56,9,no,yes,6,10.45291,7.265429,9.113636,7.265429,16
male,34,17,no,yes,4,10.77866,0,9.018538,NA,16
male,36,15,no,yes,4,10.45987,0,9.139051,NA,16
male,39,14,no,yes,3,10.0362,0,9.068069,NA,16
male,29,9,no,yes,3,9.199609,6.165418,8.276354,6.165418,16
male,67,17,no,yes,8,10.53549,6.415097,9.305274,6.415097,17
female,63,10,no,yes,6,10.88248,8.853665,9.829001,8.853665,17
male,45,20,no,yes,6,11.13883,6.272877,9.910755,6.272877,17
female,39,5,no,yes,4,10.65711,5.455321,9.262619,5.455321,17
male,53,9,no,yes,6,10.11916,7.640123,8.831241,7.640123,17
male,45,15,no,yes,5,10.47892,6.253829,9.034469,6.253829,17
female,80,3,no,yes,2,9.466738,8.628735,8.287401,8.628735,17
male,36,14,no,yes,4,10.70537,7.189922,9.237051,7.189922,17
male,46,1,no,yes,6,9.810944,7.575585,8.979198,7.575585,17
female,34,13,no,yes,4,9.866669,4.787492,8.596251,4.787492,17
male,65,5,no,yes,5,10.45017,9.550236,8.946661,9.550236,17
male,63,5,no,yes,4,9.836638,7.762596,8.859194,7.762596,17
male,45,16,no,yes,2,10.34012,0,8.757228,NA,17
female,49,14,no,yes,2,9.596128,0,8.820703,NA,17
female,45,3,no,yes,3,9.563168,7.21891,8.714717,7.21891,17
male,62,8,no,yes,3,9.870529,5.049856,8.891662,5.049856,17
male,45,12,no,yes,6,11.18195,8.086411,9.994765,8.086411,17
male,46,7,no,yes,9,10.34338,6.572282,9.352698,6.572282,17
male,61,12,no,yes,4,10.48441,5.560682,8.915886,5.560682,17
female,59,3,no,yes,5,10.08129,8.103797,9.01948,8.103797,17
female,35,15,no,yes,3,10.06742,7.470224,9.188758,7.470224,17
female,54,0,no,yes,2,9.818131,8.364042,8.811331,8.364042,17
male,71,10,no,yes,5,10.35947,6.572282,9.11685,6.572282,17
female,54,5,no,yes,3,9.84905,5.560682,8.856421,5.560682,17
female,41,16,no,yes,4,10.05457,6.476973,8.80141,6.476973,17
female,43,12,no,yes,4,9.969763,6.841616,9.14177,6.841616,17
male,38,16,no,yes,5,10.46137,0,9.455252,NA,17
female,38,9,no,yes,4,10.01252,6.120297,8.891664,6.120297,17
female,52,7,no,yes,1,8.535355,3.218876,7.691447,3.218876,17
female,37,7,no,yes,3,10.54499,0,9.381433,NA,17
male,52,12,no,yes,7,10.05134,8.045588,9.154061,8.045588,18
female,65,4,no,yes,4,10.1089,5.560682,9.308071,5.560682,18
female,68,5,no,yes,4,9.838625,8.133294,8.599858,8.133294,18
female,56,0,no,yes,5,10.23349,0,9.5597,NA,18
female,66,9,no,yes,2,10.22963,8.674197,9.056028,8.674197,18
male,51,10,no,yes,6,11.25763,7.863267,9.305754,7.863267,18
female,34,20,no,yes,5,10.74406,5.337538,9.68515,5.337538,18
male,42,13,no,yes,4,9.757399,7.31854,8.601705,7.31854,18
female,39,15,no,yes,6,12.20242,8.451054,10.26082,8.451054,18
female,39,11,no,yes,5,11.2327,8.268732,9.852394,8.268732,18
female,86,0,no,yes,2,8.901642,6.476973,7.987696,6.476973,18
female,50,9,no,yes,2,10.0834,4.962845,9.114501,4.962845,18
male,47,9,no,yes,4,10.12282,0,8.638288,NA,18
male,35,15,no,yes,5,10.56104,5.273,8.950487,5.273,18
female,44,6,no,yes,6,11.03673,5.966147,9.95997,5.966147,18
female,36,13,no,yes,1,9.579837,0,8.459824,NA,18
female,62,0,no,yes,4,9.676934,0,8.82748,NA,18
male,65,15,no,yes,7,10.8101,0,9.431282,NA,18
male,61,16,no,yes,4,10.74851,0,9.552118,NA,18
female,73,18,no,yes,4,10.03623,5.655992,8.622478,5.655992,18
female,46,11,no,yes,2,9.778013,0,8.684545,NA,18
male,31,9,no,yes,6,10.65791,8.451054,9.611657,8.451054,18
male,62,15,no,yes,4,10.29994,0,8.864693,NA,18
female,55,7,no,yes,3,9.408887,7.17012,8.536945,7.17012,18
female,73,4,no,yes,2,9.426225,0,8.755367,NA,18
male,55,14,no,yes,3,10.37053,0,9.335751,NA,18
female,59,10,no,yes,2,10.02056,6.371612,8.302302,6.371612,18
male,39,14,no,yes,4,10.48154,7.863267,9.025264,7.863267,18
female,41,7,no,yes,3,9.88521,0,8.654582,NA,18
female,63,10,no,yes,1,9.455168,5.560682,8.423989,5.560682,18
male,44,12,no,yes,6,10.36997,0,9.357013,NA,19
male,53,11,no,yes,4,10.44078,6.120297,9.037242,6.120297,19
male,53,12,no,yes,4,9.947495,0,8.978219,NA,19
female,69,0,no,yes,3,9.334837,0,8.750323,NA,19
male,75,5,no,yes,4,10.64083,9.024011,9.374219,9.024011,19
male,31,15,no,yes,3,10.68482,0,8.867289,NA,19
male,48,15,no,yes,7,10.71114,6.659294,9.708226,6.659294,19
female,69,0,no,yes,8,10.04693,7.935945,8.935009,7.935945,19
male,80,9,no,yes,7,10.10638,9.137232,9.100904,9.137232,19
female,45,2,no,yes,4,9.779281,7.244227,8.533161,7.244227,19
female,54,5,no,yes,2,9.294115,4.867535,8.651591,4.867535,19
female,75,0,no,yes,2,9.961233,8.639411,8.475789,8.639411,19
male,66,6,no,yes,7,10.8498,10.09535,9.622777,10.09535,19
male,38,12,no,yes,4,10.67143,0,9.003934,NA,19
male,45,12,no,yes,6,10.18945,4.644391,8.890216,4.644391,19
male,50,9,no,yes,3,10.01724,0,8.595898,NA,19
female,69,0,no,yes,5,9.98525,7.688913,9.144687,7.688913,19
female,53,8,no,yes,4,10.24826,7.432484,9.042884,7.432484,19
male,68,12,no,yes,5,9.614328,4.174387,8.817318,4.174387,19
female,57,3,no,yes,4,9.460009,7.506592,8.918571,7.506592,19
female,43,15,no,yes,1,9.594243,0,8.465293,NA,19
female,66,5,no,yes,6,10.0774,5.609472,9.142908,5.609472,19
female,71,0,no,yes,5,9.574223,8.579228,8.771003,8.579228,19
male,51,15,no,yes,7,10.79099,0,9.013935,NA,19
female,50,11,no,yes,5,10.84783,5.966147,9.311457,5.966147,19
female,64,1,no,yes,2,9.712111,6.813445,8.476864,6.813445,19
female,68,8,no,yes,6,10.70727,8.024535,8.969338,8.024535,19
male,47,14,no,yes,6,10.27249,8.451054,9.073959,8.451054,19
female,69,5,no,yes,4,10.60425,7.17012,9.552239,7.17012,19
male,30,19,no,yes,2,10.49572,6.784457,8.790762,6.784457,19
male,45,10,no,yes,4,9.793629,0,8.85922,NA,19
female,67,3,no,yes,2,8.534549,5.560682,7.812062,5.560682,19
female,48,2,no,yes,6,10.1579,0,9.058315,NA,20
male,81,0,yes,yes,2,8.320069,6.813445,7.378825,6.813445,20
male,83,2,no,yes,6,9.972211,7.352441,8.939115,7.352441,20
male,64,0,no,yes,8,9.875466,8.028781,9.164863,8.028781,20
male,33,10,no,yes,5,9.807088,6.393591,8.732997,6.393591,20
male,55,3,no,yes,2,9.662415,6.415097,8.49669,6.415097,20
male,43,4,no,yes,5,10.57496,6.975414,9.432653,6.975414,20
male,58,3,no,yes,4,9.187328,5.897154,8.160171,5.897154,20
male,53,0,no,yes,8,9.959885,8.249313,9.180493,8.249313,20
male,43,7,no,yes,8,10.81419,8.971703,9.556944,8.971703,20
male,38,16,no,yes,4,10.77375,9.467073,9.214085,9.467073,20
male,33,11,no,yes,4,10.26276,7.153052,8.778182,7.153052,20
male,31,6,no,yes,3,9.915434,6.945051,8.890352,6.945051,20
male,32,6,no,yes,3,9.857378,5.560682,9.010915,5.560682,20
male,47,8,no,yes,10,10.05797,6.120297,9.15601,6.120297,20
female,38,2,no,yes,6,9.769397,3.806663,9.069821,3.806663,20
male,32,9,no,yes,5,9.866274,4.317488,9.018031,4.317488,20
male,58,0,no,yes,4,9.353114,0,8.669296,NA,20
female,41,3,yes,yes,5,9.621947,6.723833,8.865883,6.723833,20
female,44,9,no,yes,2,9.852392,6.818924,8.572262,6.818924,20
female,57,4,no,yes,4,9.924004,5.02388,8.838078,5.02388,20
female,64,0,no,yes,5,9.695469,7.729735,8.973716,7.729735,20
female,45,1,no,yes,3,10.21454,6.214608,8.679667,6.214608,20
male,60,6,no,yes,6,10.3242,3.295837,9.13817,3.295837,20
male,42,3,no,yes,14,10.52796,8.163371,9.813813,8.163371,20
male,66,2,no,yes,6,10.93358,7.707512,9.424131,7.707512,20
female,44,3,no,yes,5,9.903176,6.120297,8.903764,6.120297,20
male,29,7,no,yes,4,9.203726,0,8.671734,NA,20
male,54,16,no,yes,4,10.69419,0,8.699552,NA,20
male,33,4,no,yes,3,9.875182,7.007601,8.850887,7.007601,20
female,41,12,no,yes,5,9.682255,7.062191,9.02872,7.062191,21
female,47,15,no,yes,5,9.905326,8.202209,8.683311,8.202209,21
male,44,16,no,yes,5,9.790151,0,8.988573,NA,21
female,36,12,no,yes,5,9.524572,4.094345,8.905765,4.094345,21
female,55,9,no,yes,3,8.999898,6.709304,8.470205,6.709304,21
female,41,9,no,yes,4,9.295411,2.995732,8.753951,2.995732,21
female,53,5,no,yes,7,9.666791,7.575585,9.183725,7.575585,21
male,43,12,no,yes,4,10.18683,6.992096,9.252807,6.992096,21
female,49,9,no,yes,4,9.856055,6.327937,8.680367,6.327937,21
male,34,12,no,yes,3,9.155185,5.105946,8.83946,5.105946,21
female,69,0,no,yes,2,8.93331,6.476973,8.387379,6.476973,21
female,42,10,yes,yes,4,9.269688,6.148468,8.904247,6.148468,21
male,30,12,no,yes,3,9.632401,6.222576,8.997945,6.222576,21
female,50,5,no,yes,2,8.17261,0,7.736811,NA,21
male,56,15,no,yes,2,9.072068,7.160069,8.591073,7.160069,21
male,35,15,no,yes,5,9.945076,0,9.184146,NA,21
male,50,12,yes,yes,5,9.683457,4.867535,8.835873,4.867535,21
female,37,12,yes,yes,3,9.837683,0,9.129586,NA,21
female,49,14,no,yes,3,9.370488,6.214608,8.861883,6.214608,21
male,41,10,no,yes,4,9.545619,0,9.15329,NA,21
male,36,15,yes,yes,3,8.722549,4.356709,8.39798,4.356709,21
female,41,9,yes,yes,4,9.196833,6.562444,8.476635,6.562444,21
male,37,9,no,yes,4,9.41946,6.363028,8.467738,6.363028,21
male,33,10,yes,yes,4,8.83066,7.687539,8.35642,7.687539,21
male,31,12,no,yes,3,9.595177,0,8.812861,NA,21
female,47,9,no,yes,4,9.397069,4.718499,8.689981,4.718499,21
male,42,12,no,yes,3,9.531659,5.513429,8.920069,5.513429,21
female,65,0,yes,yes,3,9.200765,6.349139,8.606775,6.349139,21
female,49,10,yes,yes,1,8.307581,0,7.793294,NA,21
male,54,12,yes,yes,3,9.611593,2.995732,8.676532,2.995732,21
female,66,5,no,yes,2,8.665728,6.308098,8.15042,6.308098,22
male,66,8,no,yes,5,8.631738,6.228511,8.303283,6.228511,22
female,78,0,no,yes,1,7.685596,5.049856,7.199931,5.049856,22
male,61,9,no,yes,5,9.089364,5.159055,8.578413,5.159055,22
male,59,14,yes,yes,2,9.257001,7.664816,8.51228,7.664816,22
female,43,9,no,yes,5,9.653083,6.57368,8.978875,6.57368,22
female,55,3,yes,yes,5,9.850188,0,9.202432,NA,22
male,65,9,no,yes,5,9.505185,5.673323,8.962929,5.673323,22
male,59,7,no,yes,4,9.321352,7.026427,8.81096,7.026427,22
male,64,10,no,yes,3,8.929218,7.327123,8.416198,7.327123,22
male,71,9,no,yes,3,9.462066,7.908755,8.632517,7.908755,22
male,59,15,no,yes,4,9.541611,5.743003,8.649203,5.743003,22
female,56,0,no,yes,2,8.854055,5.337538,7.961097,5.337538,22
female,50,13,no,yes,2,8.860453,5.455321,8.475142,5.455321,22
female,62,5,no,yes,4,9.023911,8.112827,8.341995,8.112827,22
female,49,15,no,yes,5,10.03194,7.247793,9.24406,7.247793,22
male,48,9,no,yes,4,9.690642,2.995732,9.172129,2.995732,22
female,27,12,no,yes,3,9.298806,7.042286,8.931778,7.042286,22
male,36,10,no,yes,4,8.875048,5.257495,8.440936,5.257495,22
female,37,9,no,yes,4,9.267881,4.795791,8.773477,4.795791,22
female,62,15,no,yes,4,9.283211,7.254178,8.447839,7.254178,22
male,31,9,no,yes,6,9.339421,5.703783,8.745821,5.703783,22
female,36,9,no,yes,4,10.13064,5.680172,9.119599,5.680172,22
male,37,15,no,yes,5,9.871997,7.276556,8.975295,7.276556,22
female,30,12,no,yes,4,9.658628,5.991465,8.828361,5.991465,22
male,26,16,no,yes,5,9.882574,6.572282,9.151113,6.572282,22
male,64,11,no,yes,4,9.098705,5.429346,8.542385,5.429346,22
female,50,14,no,yes,5,9.290185,4.369448,8.763718,4.369448,22
female,48,15,no,yes,5,9.224622,7.508787,8.551311,7.508787,22
male,22,9,no,yes,4,9.753675,6.120297,8.983403,6.120297,22
male,31,13,no,yes,3,9.705374,6.579251,8.690917,6.579251,22
female,35,12,no,yes,3,8.44949,5.537334,7.726029,5.537334,22
male,56,12,no,yes,3,9.816171,8.556414,8.766734,8.556414,23
male,85,2,no,yes,2,9.182924,9.024131,8.225328,9.024131,23
male,64,15,no,yes,8,11.16792,8.779557,10.46219,8.779557,23
male,39,14,no,yes,3,9.78211,7.86902,8.795063,7.86902,23
male,41,12,no,yes,4,9.38096,7.878534,8.469907,7.878534,23
male,37,11,no,yes,6,10.47712,0,9.792624,NA,23
male,33,9,no,yes,3,9.727989,2.70805,9.097747,2.70805,23
male,81,9,no,yes,2,9.61764,0,9.192581,NA,23
female,64,3,no,yes,2,9.505502,5.455321,8.611539,5.455321,23
male,35,9,no,yes,4,10.40022,6.659294,9.588911,6.659294,23
male,37,17,no,yes,4,10.17052,4.976734,9.207522,4.976734,23
male,58,16,no,yes,3,9.640362,7.352441,8.256458,7.352441,23
male,45,14,no,yes,6,11.10181,7.863267,10.05919,7.863267,23
male,47,9,no,yes,4,9.798531,7.697121,9.025782,7.697121,23
female,48,15,no,yes,4,10.13727,4.204693,9.281065,4.204693,23
male,44,12,no,yes,5,10.38438,4.905275,9.094468,4.905275,23
male,63,9,no,yes,2,9.136895,0,8.427546,NA,23
male,41,14,no,yes,3,10.55831,9.46537,9.774017,9.46537,23
female,76,6,no,yes,5,10.74936,5.298317,9.76389,5.298317,23
male,39,9,no,yes,5,9.896222,4.990433,8.97218,4.990433,23
male,35,10,no,yes,4,9.728534,8.037543,8.882626,8.037543,23
male,36,12,no,yes,3,9.649066,6.371612,8.963315,6.371612,23
male,67,9,no,yes,6,9.90645,4.174387,9.341798,4.174387,23
male,37,9,no,yes,4,9.834714,6.349139,9.088763,6.349139,23
female,66,0,no,yes,7,9.688501,4.174387,9.086952,4.174387,23
female,61,5,no,yes,3,9.489859,4.356709,8.85362,4.356709,23
male,60,16,no,yes,3,9.871042,5.560682,9.192149,5.560682,23
male,42,14,no,yes,4,9.815519,4.234107,8.931313,4.234107,23
male,50,13,no,yes,3,9.850035,7.86902,9.171491,7.86902,23
female,69,3,no,yes,5,9.4918,7.863267,8.611532,7.863267,23
male,35,10,no,yes,4,9.615335,4.905275,8.819593,4.905275,24
male,59,17,no,yes,4,9.691278,7.732808,8.82892,7.732808,24
male,77,4,no,yes,7,10.36442,6.068426,9.608004,6.068426,24
female,43,5,no,yes,4,9.890578,5.752573,8.946795,5.752573,24
male,45,12,no,yes,4,9.725345,4.59512,9.120066,4.59512,24
male,38,9,yes,yes,5,10.16383,7.87093,9.429283,7.87093,24
male,45,14,no,yes,4,9.853445,7.037906,9.111094,7.037906,24
female,40,14,no,yes,3,9.656912,5.897154,8.643354,5.897154,24
male,38,9,no,yes,4,9.433205,5.501258,8.873303,5.501258,24
female,60,0,no,yes,5,9.593248,7.858254,9.295291,7.858254,24
female,43,7,no,yes,5,10.18664,6.120297,9.341456,6.120297,24
female,42,4,no,yes,4,10.86099,5.872118,10.56213,5.872118,24
female,47,9,no,yes,5,9.515656,6.016157,8.885453,6.016157,24
male,42,14,no,yes,5,9.859829,5.948035,9.18622,5.948035,24
female,42,9,no,yes,3,9.583727,5.556828,8.856773,5.556828,24
female,43,9,no,yes,4,9.566596,5.47227,9.048091,5.47227,24
female,76,0,no,yes,2,9.760942,5.648974,8.876204,5.648974,24
male,37,9,no,yes,4,9.69907,5.273,9.078575,5.273,24
male,57,9,no,yes,4,9.518209,5.036952,9.102796,5.036952,24
male,56,12,no,yes,5,9.604779,6.576469,8.647986,6.576469,24
male,27,9,no,yes,4,9.987503,10.43922,9.101695,10.43922,24
male,51,15,no,yes,4,10.46013,7.966934,9.261899,7.966934,24
male,45,9,no,yes,5,10.30902,9.03884,9.403687,9.03884,24
female,64,2,no,yes,4,9.948025,6.784457,9.08769,6.784457,24
male,25,11,no,yes,3,10.22894,3.178054,8.932657,3.178054,24
male,33,0,no,yes,4,9.640996,7.301148,9.011292,7.301148,24
female,39,4,no,yes,4,9.708399,5.783825,8.927403,5.783825,24
female,64,3,no,yes,4,9.635756,5.948035,8.897142,5.948035,24
male,37,14,no,yes,5,9.709913,6.212606,9.004633,6.212606,24
female,41,9,no,yes,3,9.660854,5.817111,8.775846,5.817111,24
female,43,9,no,yes,3,10.01602,4.382027,8.946693,4.382027,24
male,54,9,no,yes,6,9.584968,5.805135,8.467967,5.805135,24
male,37,11,no,yes,5,9.697344,7.897668,9.050052,7.897668,25
male,62,4,yes,yes,4,9.075063,7.877018,8.555608,7.877018,25
male,35,11,no,yes,4,10.61348,4.60517,9.95123,4.60517,25
male,43,9,no,yes,4,9.305885,6.39693,8.528275,6.39693,25
male,28,8,no,yes,4,9.379515,8.008033,8.55118,8.008033,25
male,46,12,no,yes,4,9.902486,2.70805,8.80043,2.70805,25
male,40,9,no,yes,5,9.863488,6.336826,9.317995,6.336826,25
female,47,13,no,yes,3,8.909816,5.662961,8.308059,5.662961,25
male,42,10,no,yes,5,10.13137,5.521461,9.294615,5.521461,25
female,38,9,no,yes,5,9.480688,5.828946,8.878327,5.828946,25
male,31,15,no,yes,3,9.598424,5.799093,9.024277,5.799093,25
male,37,9,no,yes,4,10.10761,3.401197,9.462875,3.401197,25
female,30,12,no,yes,2,10.02396,2.70805,8.908969,2.70805,25
female,72,2,no,yes,2,8.404512,6.835185,7.661344,6.835185,25
male,23,7,no,yes,3,8.571382,0,8.212618,NA,25
female,23,11,no,yes,3,9.037749,7.832808,8.467333,7.832808,25
female,68,0,no,yes,8,9.713388,8.295049,9.099456,8.295049,25
male,39,7,no,yes,5,9.140034,5.872118,8.535467,5.872118,25
male,35,9,no,yes,4,9.520427,6.50279,8.94999,6.50279,25
male,38,17,no,yes,5,10.36894,3.401197,9.463078,3.401197,25
male,32,9,no,yes,5,9.173644,4.867535,8.843777,4.867535,25
male,37,7,no,yes,6,9.842497,5.991465,9.376451,5.991465,25
male,47,5,no,yes,5,10.3893,0,9.831466,NA,25
male,30,8,no,yes,6,9.593085,4.025352,8.988672,4.025352,25
male,49,7,no,yes,5,10.05614,0,9.4191,NA,25
female,78,0,no,yes,1,8.279491,4.174387,7.997986,4.174387,25
male,35,9,no,yes,5,9.905163,2.70805,8.924461,2.70805,25
male,50,9,no,yes,4,9.484969,2.70805,8.98008,2.70805,25
male,40,9,no,yes,8,11.43893,3.806663,10.07154,3.806663,25
male,32,14,no,yes,5,9.783023,0,9.136617,NA,25
male,27,9,no,yes,3,9.515117,5.700444,9.062489,5.700444,25
male,23,7,no,yes,4,8.740965,8.086411,8.276052,8.086411,25
female,45,11,no,yes,5,9.293135,7.086738,8.55989,7.086738,26
male,34,12,no,yes,4,9.367788,1.94591,8.862264,1.94591,26
male,32,13,no,yes,3,9.392125,4.644391,8.431115,4.644391,26
female,41,10,no,yes,2,8.758314,6.946976,8.149058,6.946976,26
female,48,5,no,yes,4,8.980886,3.258096,8.454792,3.258096,26
female,37,9,no,yes,4,9.415389,6.253829,8.509718,6.253829,26
