"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20","b.depth"
"151586",8226086,"2010-04-02 21:33:00.000",56.25,-8.28,36,185.8,"GERMANY","06NI",8.56,8.66,8.83,"8.95","2","","NH","NACKTHAI","20","0",8.56,8.66,8.83,"8.95",35.26,166
"152137",8226095,"2010-04-03 05:15:00.000",57.23,-8.25,15,138.3,"GERMANY","06NI",8.26,8.3,8.43,"8.99","2","","NH","NACKTHAI","20","0",8.26,8.3,8.43,"8.99",35.2,126
"153271",8226076,"2010-04-02 17:15:00.000",56.25,-9.49,31,286.2,"GERMANY","06NI",10.15,10.15,10.11,"10.12","2","","NH","NACKTHAI","20","0",10.15,10.15,10.11,"10.12",35.52,1312
"153596",8226091,"2010-04-03 01:23:00.000",56.72,-8.26,1,187.1,"GERMANY","06NI",7.69,7.7,7.7,"8.62","2","","NH","NACKTHAI","20","0",7.69,7.7,7.7,"8.62",34.87,133
"153985",8226057,"2010-04-02 03:38:00.000",55.25,-10.29,674,251.6,"GERMANY","06NI",10.26,10.26,10.26,"10.27","2","","NH","NACKTHAI","20","0",10.26,10.26,10.26,"10.27",35.53,1538
"154575",8226042,"2010-04-01 06:53:00.000",54.25,-10.82,662,277.5,"GERMANY","06NI",10.2,10.19,10.23,"9.81","2","","NH","NACKTHAI","20","0",10.2,10.19,10.23,"9.81",35.52,247
"154592",8226066,"2010-04-02 10:36:00.000",55.71,-10.28,45,283.9,"GERMANY","06NI",10.31,10.32,10.32,"10.33","2","","NH","NACKTHAI","20","0",10.31,10.32,10.32,"10.33",35.54,2358
"159556",8226047,"2010-04-01 11:54:00.000",54.24,-10.26,26,28.6,"GERMANY","06NI",8.36,8.35,8.73,"","2","","NH","NACKTHAI","20","0",8.36,8.35,8.73,"",35.06,87
"162135",8226024,"2010-04-01 00:48:00.000",54.25,-12.32,1,307.2,"GERMANY","06NI",10.18,10.2,10.2,"10.23","2","","NH","NACKTHAI","20","0",10.18,10.2,10.2,"10.23",35.52,2278
"163287",8226029,"2010-04-01 02:34:00.000",54.25,-11.82,176,320,"GERMANY","06NI",10.31,10.31,10.32,"10.32","2","","NH","NACKTHAI","20","0",10.31,10.31,10.32,"10.32",35.53,1307
"163785",8226019,"2010-03-31 22:20:00.000",54.25,-12.82,2,322.4,"GERMANY","06NI",10.24,10.24,10.24,"10.24","2","","NH","NACKTHAI","20","0",10.24,10.24,10.24,"10.24",35.53,2814
"168344",8225994,"2010-03-31 01:13:00.000",53.72,-12.69,1189,314.8,"GERMANY","06NI",10.39,10.4,10.4,"10.35","2","","NH","NACKTHAI","20","0",10.39,10.4,10.4,"10.35",35.54,285
"173036",8225975,"2010-03-30 15:20:00.000",53.73,-10.72,77,139.78,"GERMANY","06NI",8.85,8.87,9.56,"9.88","2","","NH","NACKTHAI","20","0",8.85,8.87,9.56,"9.88",35.21,120
"173429",8226003,"2010-03-28 03:14:00.000",51.74,-11.7,24,355.4,"GERMANY","06NI",11.06,11.05,11.02,"10.94","2","","NH","NACKTHAI","20","0",11.06,11.05,11.02,"10.94",35.62,453
"173771",8225960,"2010-03-28 00:53:00.000",51.74,-11.22,459,293.4,"GERMANY","06NI",10.88,10.83,10.81,"10.63","2","","NH","NACKTHAI","20","0",10.88,10.83,10.81,"10.63",35.62,192
"173803",8225985,"2010-03-30 19:51:00.000",53.72,-11.69,300,197.9,"GERMANY","06NI",10.16,10.16,10.18,"10.19","2","","NH","NACKTHAI","20","0",10.16,10.16,10.18,"10.19",35.54,281
"173904",8225968,"2010-03-30 06:15:00.000",52.75,-10.29,3,129.2,"GERMANY","06NI",8.49,8.5,8.43,"","2","","NH","NACKTHAI","20","0",8.49,8.5,8.43,"",34.75,102
"174033",8225965,"2010-03-30 04:14:00.000",52.75,-10.8,1,87.3,"GERMANY","06NI",8.7,8.71,8.7,"9.2","2","","NH","NACKTHAI","20","0",8.7,8.71,8.7,"9.2",35.08,122
"174435",8225950,"2010-03-29 23:55:00.000",52.75,-11.81,1213,269.2,"GERMANY","06NI",10.49,10.5,10.5,"10.5","2","","NH","NACKTHAI","20","0",10.49,10.5,10.5,"10.5",35.59,178
"174617",8225931,"2010-03-29 14:07:00.000",52.73,-13.81,1752,264.5,"GERMANY","06NI",10.39,10.39,10.39,"10.38","2","","NH","NACKTHAI","20","0",10.39,10.39,10.39,"10.38",35.58,242
"182520",8226589,"2010-04-10 21:49:00.000",47.75,-7.75,5,216.9777783,"SPAIN","29IN",11.71,11.68,11.58,"11.41","2","","B","Bgn","40","0",11.71,11.68,11.58,"11.41",35.8,846
"182523",8226592,"2010-04-11 03:03:00.000",47.75,-8.75,1,190.4010355,"SPAIN","29IN",11.6,11.6,11.3,"11.3","2","","B","Bgn","40","0",11.6,11.6,11.3,"11.3",35.6,3207
"182524",8226593,"2010-03-25 03:44:00.000",46.25,-2.25,3,37.89646665,"SPAIN","29IN",10.46,10.24,NA,"","2","","B","Bgn","40","0",10.46,10.24,NA,"",35.4,42
"182525",8226594,"2010-03-15 16:59:00.000",42.24,-9.17,18,188.0017832,"SPAIN","29CS",13.6649,13.4348,NA,"","2","","B","Bgn","40","0",13.6649,13.4348,NA,"",35.6869,131
"182528",8226597,"2010-03-16 12:22:00.000",42.75,-9.17,15,42.3215092,"SPAIN","29CS",12.9916,13.0752,NA,"","2","","B","Bgn","40","0",12.9916,13.0752,NA,"",35.2916,16
"182531",8226600,"2010-03-31 15:53:00.000",44.12,-3.5,1,189.3034422,"SPAIN","29CS",12.0527,12.054,NA,"","2","","B","Bgn","40","0",12.0527,12.054,NA,"",35.6427,3361
"182533",8226602,"2010-04-01 01:04:00.000",44.25,-2.75,1,194.0175588,"SPAIN","29CS",12.152,12.1501,NA,"","2","","B","Bgn","40","0",12.152,12.1501,NA,"",35.6771,1178
"182538",8226607,"2010-04-01 04:01:00.000",44.25,-2.25,1,178.9957097,"SPAIN","29CS",11.9825,11.9924,NA,"","2","","B","Bgn","40","0",11.9825,11.9924,NA,"",35.6406,1041
"182541",8226610,"2010-04-01 07:23:00.000",44.26,-1.75,161,87.5277763,"SPAIN","29CS",11.8734,11.8731,NA,"","2","","B","Bgn","40","0",11.8734,11.8731,NA,"",35.5336,116
"182546",8226615,"2010-04-01 09:16:00.000",44.25,-1.4,4,37.6425726,"SPAIN","29CS",11.7162,11.7049,NA,"","2","","B","Bgn","40","0",11.7162,11.7049,NA,"",35.3318,39
"182549",8226618,"2010-04-01 14:57:00.000",44.75,-1.75,7,114.4052767,"SPAIN","29CS",11.9191,11.6715,NA,"","2","","B","Bgn","40","0",11.9191,11.6715,NA,"",35.5127,105
"182552",8226621,"2010-04-01 17:47:00.000",44.75,-2.24,2,165.6976794,"SPAIN","29CS",12.1807,12.0381,NA,"","2","","B","Bgn","40","0",12.1807,12.0381,NA,"",35.6507,2195
"182557",8226626,"2010-03-16 16:05:00.000",43.25,-9.17,3,34.01903524,"SPAIN","29CS",13.5289,13.3964,NA,"","2","","B","Bgn","40","0",13.5289,13.3964,NA,"",35.8642,124
"182560",8226629,"2010-04-03 11:39:00.000",45.75,-2.29,2,105.0825835,"SPAIN","29CS",11.3445,11.3444,NA,"","2","","B","Bgn","40","0",11.3445,11.3444,NA,"",35.5814,95
"182567",8226636,"2010-04-04 01:24:00.000",45.75,-3.25,2,122.355951,"SPAIN","29CS",11.391,11.3989,NA,"","2","","B","Bgn","40","0",11.391,11.3989,NA,"",35.6131,138
"182568",8226637,"2010-04-04 06:03:00.000",45.74,-3.74,2,201.2294535,"SPAIN","29CS",11.6746,11.6827,NA,"","2","","B","Bgn","40","0",11.6746,11.6827,NA,"",35.6339,810
"182574",8226643,"2010-04-05 06:30:00.000",44.38,-7.25,1,140.8606175,"SPAIN","29CS",11.7712,11.776,NA,"","2","","B","Bgn","40","0",11.7712,11.776,NA,"",35.6536,4715
"182575",8226644,"2010-04-05 08:41:00.000",44.12,-7.25,10,178.3272902,"SPAIN","29CS",12.561,12.446,NA,"","2","","B","Bgn","40","0",12.561,12.446,NA,"",35.7199,478
"182578",8226647,"2010-04-05 10:51:00.000",43.88,-7.25,119,159.330104,"SPAIN","29CS",13.2938,13.2465,NA,"","2","","B","Bgn","40","0",13.2938,13.2465,NA,"",35.7014,137
"182583",8226652,"2010-04-05 13:00:00.000",43.63,-7.23,16,72.75218705,"SPAIN","29CS",13.4854,13.3723,NA,"","2","","B","Bgn","40","0",13.4854,13.3723,NA,"",35.4973,57
"182588",8226657,"2010-03-15 18:22:00.000",42.24,-9.33,8,237.9925268,"SPAIN","29CS",13.7148,13.6957,NA,"","2","","B","Bgn","40","0",13.7148,13.6957,NA,"",35.8615,259
"182595",8226664,"2010-03-18 08:21:00.000",44.12,-8.75,3,200.4554941,"SPAIN","29CS",12.971,12.9716,NA,"","2","","B","Bgn","40","0",12.971,12.9716,NA,"",35.629,431
"182597",8226666,"2010-03-18 11:13:00.000",43.88,-8.74,366,155.9880065,"SPAIN","29CS",12.8288,12.8118,NA,"","2","","B","Bgn","40","0",12.8288,12.8118,NA,"",35.603,451
"182602",8226671,"2010-03-18 13:39:00.000",43.62,-8.75,12,114.1941969,"SPAIN","29CS",12.844,12.8451,NA,"","2","","B","Bgn","40","0",12.844,12.8451,NA,"",35.6232,188
"182605",8226674,"2010-03-15 21:01:00.000",42.24,-9.68,1,271.5190424,"SPAIN","29CS",13.3993,13.3411,NA,"","2","","B","Bgn","40","0",13.3993,13.3411,NA,"",35.8937,2143
"182607",8226676,"2010-03-18 15:35:00.000",43.42,-8.75,2,75.00370541,"SPAIN","29CS",12.8455,12.8349,NA,"","2","","B","Bgn","40","0",12.8455,12.8349,NA,"",35.5499,127
"182609",8226678,"2010-03-18 16:55:00.000",43.42,-8.5,36,65.43475238,"SPAIN","29CS",12.7199,12.697,NA,"","2","","B","Bgn","40","0",12.7199,12.697,NA,"",35.4657,89
"182613",8226682,"2010-03-18 20:44:00.000",43.87,-8.5,23,153.4198683,"SPAIN","29CS",12.9144,12.9207,NA,"","2","","B","Bgn","40","0",12.9144,12.9207,NA,"",35.6799,262
"182616",8226685,"2010-03-19 23:08:00.000",44.13,-8.5,9,191.0624409,"SPAIN","29CS",13.0304,13.0322,NA,"","2","","B","Bgn","40","0",13.0304,13.0322,NA,"",35.726,374
"182620",8226689,"2010-03-19 01:00:00.000",44.13,-8.26,2,167.7029379,"SPAIN","29CS",12.9902,12.9901,NA,"","2","","B","Bgn","40","0",12.9902,12.9901,NA,"",35.6942,392
"182623",8226692,"2010-03-19 03:18:00.000",43.88,-8.26,13,148.7409317,"SPAIN","29CS",12.9167,12.9201,NA,"","2","","B","Bgn","40","0",12.9167,12.9201,NA,"",35.7179,205
"182625",8226694,"2010-03-19 05:34:00.000",43.62,-8.26,345,51.39794259,"SPAIN","29CS",12.7934,12.7637,NA,"","2","","B","Bgn","40","0",12.7934,12.7637,NA,"",35.5309,67
"182629",8226698,"2010-03-20 10:00:00.000",43.87,-7.75,4633,102.2681856,"SPAIN","29CS",12.9005,12.8899,NA,"","2","","B","Bgn","40","0",12.9005,12.8899,NA,"",35.7211,134
"182634",8226703,"2010-03-20 12:15:00.000",44.12,-7.75,14,141.6345769,"SPAIN","29CS",12.8593,12.7935,NA,"","2","","B","Bgn","40","0",12.8593,12.7935,NA,"",35.7365,909
"182637",8226706,"2010-03-20 17:44:00.000",44.37,-7.75,21,175.2666324,"SPAIN","29CS",12.3799,12.2355,NA,"","2","","B","Bgn","40","0",12.3799,12.2355,NA,"",35.7004,4827
"182639",8226708,"2010-03-21 08:18:00.000",44.13,-7.5,6,193.9823788,"SPAIN","29CS",12.7127,12.7098,NA,"","2","","B","Bgn","40","0",12.7127,12.7098,NA,"",35.7433,717
"182643",8226712,"2010-03-21 10:37:00.000",43.87,-7.51,9906,112.8925378,"SPAIN","29CS",12.8444,12.814,NA,"","2","","B","Bgn","40","0",12.8444,12.814,NA,"",35.7153,160
"182648",8226717,"2010-03-21 14:22:00.000",43.63,-6.82,1,76.72752416,"SPAIN","29CS",12.6077,12.3955,NA,"","2","","B","Bgn","40","0",12.6077,12.3955,NA,"",35.5664,92
"182653",8226722,"2010-03-21 16:23:00.000",43.88,-6.82,1558,81.08984098,"SPAIN","29CS",12.9684,12.7912,NA,"","2","","B","Bgn","40","0",12.9684,12.7912,NA,"",35.741,161
"182658",8226727,"2010-03-21 18:16:00.000",44.12,-6.82,3,187.7555234,"SPAIN","29CS",12.4457,12.2223,NA,"","2","","B","Bgn","40","0",12.4457,12.2223,NA,"",35.6837,1989
"182660",8226729,"2010-03-15 01:41:00.000",42.25,-10.26,1,157.7470052,"SPAIN","29CS",13.1245,13.3227,NA,"","2","","B","Bgn","40","0",13.1245,13.3227,NA,"",35.9068,2774
"182661",8226730,"2010-03-22 04:07:00.000",44.37,-6.49,1,172.2059747,"SPAIN","29CS",12.5819,12.3606,NA,"","2","","B","Bgn","40","0",12.5819,12.3606,NA,"",35.6904,4815
"182665",8226734,"2010-03-22 08:28:00.000",43.88,-6.5,39,169.1804969,"SPAIN","29CS",12.9455,12.9466,NA,"","2","","B","Bgn","40","0",12.9455,12.9466,NA,"",35.7528,289
"182670",8226739,"2010-03-22 10:30:00.000",43.62,-6.49,1,71.87268769,"SPAIN","29CS",12.5558,12.299,NA,"","2","","B","Bgn","40","0",12.5558,12.299,NA,"",35.5977,91
"182675",8226744,"2010-03-22 19:34:00.000",43.62,-6.16,32,69.26936959,"SPAIN","29CS",12.59,12.4146,NA,"","2","","B","Bgn","40","0",12.59,12.4146,NA,"",35.6199,72
"182680",8226749,"2010-03-22 21:38:00.000",43.87,-6.16,282,189.1979023,"SPAIN","29CS",12.8849,12.6627,NA,"","2","","B","Bgn","40","0",12.8849,12.6627,NA,"",35.7331,541
"182685",8226754,"2010-03-22 23:53:00.000",44.13,-6.16,3,188.1425031,"SPAIN","29CS",12.2935,12.2281,NA,"","2","","B","Bgn","40","0",12.2935,12.2281,NA,"",35.678,4090
"182690",8226759,"2010-03-23 02:19:00.000",44.13,-5.75,1,209.8485473,"SPAIN","29CS",12.6624,12.6183,NA,"","2","","B","Bgn","40","0",12.6624,12.6183,NA,"",35.73,3401
"182695",8226764,"2010-03-23 04:40:00.000",43.87,-5.75,393,169.7785564,"SPAIN","29CS",12.878,12.8642,NA,"","2","","B","Bgn","40","0",12.878,12.8642,NA,"",35.768,173
"182700",8226769,"2010-03-23 06:38:00.000",43.65,-5.75,1,51.36276262,"SPAIN","29CS",12.5318,12.3789,NA,"","2","","B","Bgn","40","0",12.5318,12.3789,NA,"",35.4992,58
"182703",8226772,"2010-03-23 14:53:00.000",43.62,-5.5,12,65.96245199,"SPAIN","29CS",12.6046,12.4325,NA,"","2","","B","Bgn","40","0",12.6046,12.4325,NA,"",35.6126,82
"182708",8226777,"2010-03-23 01:57:00.000",43.87,-5.5,299,105.786183,"SPAIN","29CS",13.0131,12.7307,NA,"","2","","B","Bgn","40","0",13.0131,12.7307,NA,"",35.7441,172
"182714",8226783,"2010-03-23 21:40:00.000",44.37,-5.5,1,206.9989693,"SPAIN","29CS",12.4572,12.3756,NA,"","2","","B","Bgn","40","0",12.4572,12.3756,NA,"",35.6925,4666
"182717",8226786,"2010-03-24 08:06:00.000",44.09,-4.82,9,196.8319567,"SPAIN","29CS",12.299,12.2062,NA,"","2","","B","Bgn","40","0",12.299,12.2062,NA,"",35.6733,494
"182721",8226790,"2010-03-24 10:12:00.000",43.88,-4.82,31,191.6605005,"SPAIN","29CS",12.3433,12.1986,NA,"","2","","B","Bgn","40","0",12.3433,12.1986,NA,"",35.677,1352
"182726",8226795,"2010-03-24 12:15:00.000",43.63,-4.82,121,117.5714744,"SPAIN","29CS",12.6645,12.5331,NA,"","2","","B","Bgn","40","0",12.6645,12.5331,NA,"",35.7031,209
"182731",8226800,"2010-03-24 14:53:00.000",43.47,-4.82,4,39.33121138,"SPAIN","29CS",12.602,12.1885,NA,"","2","","B","Bgn","40","0",12.602,12.1885,NA,"",35.6629,40
"182736",8226805,"2010-03-24 16:35:00.000",43.43,-4.5,23,65.29403248,"SPAIN","29CS",12.8164,12.3242,NA,"","2","","B","Bgn","40","0",12.8164,12.3242,NA,"",35.6951,71
"182740",8226809,"2010-03-24 18:16:00.000",43.63,-4.5,554,168.8286971,"SPAIN","29CS",12.6745,12.4725,NA,"","2","","B","Bgn","40","0",12.6745,12.4725,NA,"",35.7124,202
"182745",8226814,"2010-03-24 20:30:00.000",43.87,-4.49,272,169.8840964,"SPAIN","29CS",12.5329,12.3009,NA,"","2","","B","Bgn","40","0",12.5329,12.3009,NA,"",35.7424,2325
"182750",8226819,"2010-03-24 22:49:00.000",44.12,-4.5,49,154.4400876,"SPAIN","29CS",12.407,12.2469,NA,"","2","","B","Bgn","40","0",12.407,12.2469,NA,"",35.7118,1008
"182755",8226824,"2010-03-25 00:49:00.000",44.37,-4.5,3,188.283223,"SPAIN","29CS",12.513,12.0669,NA,"","2","","B","Bgn","40","0",12.513,12.0669,NA,"",35.6373,4468
"182762",8226831,"2010-03-25 06:01:00.000",43.88,-4.16,319,208.3358084,"SPAIN","29CS",12.4016,12.3835,NA,"","2","","B","Bgn","40","0",12.4016,12.3835,NA,"",35.6802,3118
"182767",8226836,"2010-03-25 08:59:00.000",43.64,-4.16,143,188.212863,"SPAIN","29CS",12.4914,12.3427,NA,"","2","","B","Bgn","40","0",12.4914,12.3427,NA,"",35.7139,960
"182772",8226841,"2010-03-25 13:40:00.000",43.44,-4.17,9,49.85002372,"SPAIN","29CS",12.5465,12.3182,NA,"","2","","B","Bgn","40","0",12.5465,12.3182,NA,"",35.5623,56
"182777",8226846,"2010-03-16 09:05:00.000",42.75,-9.67,1,186.6297642,"SPAIN","29CS",13.2691,13.317,NA,"","2","","B","Bgn","40","0",13.2691,13.317,NA,"",35.8843,1354
"182778",8226847,"2010-03-25 16:01:00.000",43.62,-3.82,323,166.3309189,"SPAIN","29CS",12.5782,12.3962,NA,"","2","","B","Bgn","40","0",12.5782,12.3962,NA,"",35.6963,151
"182783",8226852,"2010-03-27 16:33:00.000",43.87,-3.82,5,210.5873267,"SPAIN","29CS",12.0913,11.0815,NA,"","2","","B","Bgn","40","0",12.0913,11.0815,NA,"",35.6631,2231
"182785",8226854,"2010-03-28 02:36:00.000",43.88,-1.49,4,51.53866249,"SPAIN","29CS",11.8817,11.8895,NA,"","2","","B","Bgn","40","0",11.8817,11.8895,NA,"",35.2848,48
"182790",8226859,"2010-03-28 04:40:00.000",43.62,-1.51,8,25.89246116,"SPAIN","29CS",12.1624,12.1306,NA,"","2","","B","Bgn","40","0",12.1624,12.1306,NA,"",35.4938,37
"182791",8226860,"2010-03-28 06:56:00.000",43.44,-1.82,14,80.21034162,"SPAIN","29CS",12.0361,12.0429,NA,"","2","","B","Bgn","40","0",12.0361,12.0429,NA,"",35.526,89
"182795",8226864,"2010-03-28 12:37:00.000",43.63,-1.82,64,190.8865411,"SPAIN","29CS",12.2525,12.1793,NA,"","2","","B","Bgn","40","0",12.2525,12.1793,NA,"",35.5677,833
"182800",8226869,"2010-03-28 14:50:00.000",43.87,-1.83,442,112.8573579,"SPAIN","29CS",12.1956,12.1159,NA,"","2","","B","Bgn","40","0",12.1956,12.1159,NA,"",35.6211,123
"182805",8226874,"2010-03-28 16:58:00.000",43.88,-2.16,38,170.3062561,"SPAIN","29CS",12.2516,12.1203,NA,"","2","","B","Bgn","40","0",12.2516,12.1203,NA,"",35.6386,502
"182810",8226879,"2010-03-28 19:19:00.000",43.63,-2.15,19,140.4032778,"SPAIN","29CS",12.4703,12.183,NA,"","2","","B","Bgn","40","0",12.4703,12.183,NA,"",35.65,1148
"182815",8226884,"2010-03-28 21:12:00.000",43.43,-2.16,5,95.47845051,"SPAIN","29CS",12.1246,12.0831,NA,"","2","","B","Bgn","40","0",12.1246,12.0831,NA,"",35.6209,128
"182820",8226889,"2010-03-16 11:15:00.000",42.75,-9.33,11,97.6947889,"SPAIN","29CS",12.8456,13.1178,NA,"","2","","B","Bgn","40","0",12.8456,13.1178,NA,"",35.235,120
"182822",8226891,"2010-03-28 23:10:00.000",43.44,-2.49,33,63.07769409,"SPAIN","29CS",12.4715,12.2437,NA,"","2","","B","Bgn","40","0",12.4715,12.2437,NA,"",35.6635,91
"182826",8226895,"2010-03-29 00:46:00.000",43.63,-2.5,74,152.1885692,"SPAIN","29CS",12.2791,12.145,NA,"","2","","B","Bgn","40","0",12.2791,12.145,NA,"",35.6468,1235
"182832",8226901,"2010-03-29 05:27:00.000",43.88,-2.82,59,221.7745586,"SPAIN","29CS",12.3073,12.1473,NA,"","2","","B","Bgn","40","0",12.3073,12.1473,NA,"",35.661,1616
"182837",8226906,"2010-03-29 08:02:00.000",43.63,-2.81,932,129.110506,"SPAIN","29CS",12.3548,12.3327,NA,"","2","","B","Bgn","40","0",12.3548,12.3327,NA,"",35.6896,1004
"182842",8226911,"2010-03-29 10:39:00.000",43.43,-3.16,1,48.93534439,"SPAIN","29CS",12.4258,12.3739,NA,"","2","","B","Bgn","40","0",12.4258,12.3739,NA,"",35.6393,70
"182845",8226914,"2010-03-29 12:26:00.000",43.63,-3.16,621,143.6398355,"SPAIN","29CS",12.3307,12.3027,NA,"","2","","B","Bgn","40","0",12.3307,12.3027,NA,"",35.6934,509
"182850",8226919,"2010-03-29 14:30:00.000",43.87,-3.16,8,217.5177817,"SPAIN","29CS",12.3307,12.3027,NA,"","2","","B","Bgn","40","0",12.3307,12.3027,NA,"",35.6934,2096
"182854",8226923,"2010-03-31 10:57:00.000",43.62,-3.49,69,158.3802447,"SPAIN","29CS",12.4549,12.3873,NA,"","2","","B","Bgn","40","0",12.4549,12.3873,NA,"",35.7042,1262
"182859",8226928,"2010-03-31 13:20:00.000",43.87,-3.49,1,226.2072354,"SPAIN","29CS",12.088,12.0505,NA,"","2","","B","Bgn","40","0",12.088,12.0505,NA,"",35.6596,2920
"182863",8226932,"2010-04-12 01:43:00.000",50.26,-9.74,2,69.3,"GERMANY","06NI",10.71,10.33,9.98,"9.97","3","","NH","NACKTHAI","20","0",10.71,10.33,9.98,"9.97",35.53,121
"182866",8226935,"2010-04-12 05:34:00.000",50.25,-10.7,8,151.4,"GERMANY","06NI",11.31,11.12,11,"10.74","3","","NH","NACKTHAI","20","0",11.31,11.12,11,"10.74",35.67,167
"182871",8226940,"2010-04-12 09:38:00.000",50.25,-11.19,30,165.4,"GERMANY","06NI",11.44,11.41,11.18,"11.15","3","","NH","NACKTHAI","20","0",11.44,11.41,11.18,"11.15",35.68,684
"182877",8226946,"2010-04-13 11:14:00.000",49.25,-11.32,17,85.5,"GERMANY","06NI",11.58,11.55,11.52,"11.31","3","","NH","NACKTHAI","20","0",11.58,11.55,11.52,"11.31",35.71,289
"182881",8226950,"2010-04-13 15:44:00.000",49.25,-10.77,2,38.8,"GERMANY","06NI",11.37,11.22,10.92,"10.8","3","","NH","NACKTHAI","20","0",11.37,11.22,10.92,"10.8",35.69,161
"182886",8226955,"2010-04-13 21:41:00.000",49.25,-9.8,1,51,"GERMANY","06NI",10.86,10.29,10.11,"10.08","3","","NH","NACKTHAI","20","0",10.86,10.29,10.11,"10.08",35.51,148
"182887",8226956,"2010-04-13 23:58:00.000",49.25,-9.29,1,41,"GERMANY","06NI",10.83,10.81,10.08,"10.13","3","","NH","NACKTHAI","20","0",10.83,10.81,10.08,"10.13",35.59,162
"182888",8226957,"2010-04-14 02:04:00.000",49.25,-8.81,2,41.1,"GERMANY","06NI",10.67,10.63,10.08,"10.13","3","","NH","NACKTHAI","20","0",10.67,10.63,10.08,"10.13",35.58,130
"182891",8226960,"2010-04-14 06:01:00.000",49.25,-7.79,1,22.4,"GERMANY","06NI",10.23,10.23,9.74,"9.71","3","","NH","NACKTHAI","20","0",10.23,10.23,9.74,"9.71",35.5,133
"182893",8226962,"2010-04-14 08:04:00.000",49.25,-7.3,1,27,"GERMANY","06NI",10.15,10.14,9.55,"9.56","3","","NH","NACKTHAI","20","0",10.15,10.14,9.55,"9.56",35.48,127
"182894",8226963,"2010-04-14 10:16:00.000",49.25,-6.79,10,104.2,"GERMANY","06NI",10.05,9.92,9.55,"9.56","3","","NH","NACKTHAI","20","0",10.05,9.92,9.55,"9.56",35.45,116
"182896",8226965,"2010-04-14 12:26:00.000",49.27,-6.29,2,102.9,"GERMANY","06NI",10.12,10.11,9.74,"9.74","3","","NH","NACKTHAI","20","0",10.12,10.11,9.74,"9.74",35.52,113
"182899",8226968,"2010-04-14 15:31:00.000",48.76,-6.25,2,139.7,"GERMANY","06NI",10.38,10.35,10.34,"10.37","3","","NH","NACKTHAI","20","0",10.38,10.35,10.34,"10.37",35.63,128
"182900",8226969,"2010-04-14 17:13:00.000",48.6,-5.93,3,98,"GERMANY","06NI",10.75,10.73,10.46,"10.48","3","","NH","NACKTHAI","20","0",10.75,10.73,10.46,"10.48",35.6,114
"182904",8226973,"2010-04-15 02:08:00.000",48.25,-6.72,1,336.4,"GERMANY","06NI",10.67,10.72,10.77,"10.41","3","","NH","NACKTHAI","20","0",10.67,10.72,10.77,"10.41",35.66,150
"182907",8226976,"2010-04-15 04:23:00.000",48.26,-7.21,7,331.2,"GERMANY","06NI",10.93,10.92,10.29,"10.26","3","","NH","NACKTHAI","20","0",10.93,10.92,10.29,"10.26",35.65,170
"182910",8226979,"2010-04-15 06:35:00.000",48.25,-7.69,2,244.1,"GERMANY","06NI",11.09,11.09,11.4,"10.35","3","","NH","NACKTHAI","20","0",11.09,11.09,11.4,"10.35",35.68,181
"182912",8226981,"2010-04-15 10:15:00.000",48.25,-8.2,6,159.2,"GERMANY","06NI",11.29,11.29,11.19,"11.64","3","","NH","NACKTHAI","20","0",11.29,11.29,11.19,"11.64",35.71,214
"182914",8226983,"2010-04-15 12:21:00.000",48.25,-8.7,22,197.8,"GERMANY","06NI",11.28,11.29,11.29,"10.89","3","","NH","NACKTHAI","20","0",11.28,11.29,11.29,"10.89",35.71,187
"182917",8226986,"2010-04-15 14:27:00.000",48.25,-9.19,165,251,"GERMANY","06NI",11.47,11.46,11.4,"11.32","3","","NH","NACKTHAI","20","0",11.47,11.46,11.4,"11.32",35.72,490
"182920",8226989,"2010-04-15 16:41:00.000",48.27,-9.69,27,226.2,"GERMANY","06NI",11.4,11.41,11.42,"11.37","3","","NH","NACKTHAI","20","0",11.4,11.41,11.42,"11.37",35.71,541
"182927",8226996,"2010-04-17 11:26:00.000",47.25,-6.31,5,287.9,"GERMANY","06NI",11.63,11.59,11.56,"11.49","3","","NH","NACKTHAI","20","0",11.63,11.59,11.56,"11.49",35.73,1819
"182931",8227000,"2010-04-17 13:47:00.000",47.25,-5.81,42,293.8,"GERMANY","06NI",11.47,11.47,11.48,"11.46","3","","NH","NACKTHAI","20","0",11.47,11.47,11.48,"11.46",35.73,294
"182935",8227004,"2010-04-17 16:10:00.000",47.26,-5.28,2,147.5,"GERMANY","06NI",11.63,11.51,11.41,"11.01","3","","NH","NACKTHAI","20","0",11.63,11.51,11.41,"11.01",35.73,145
"182937",8227006,"2010-04-17 18:14:00.000",47.24,-4.79,1,146.8,"GERMANY","06NI",11.22,10.99,10.7,"10.61","3","","NH","NACKTHAI","20","0",11.22,10.99,10.7,"10.61",35.58,123
"182938",8227007,"2010-04-17 20:18:00.000",47.25,-4.28,1,145.2,"GERMANY","06NI",10.86,10.74,10,"10.07","3","","NH","NACKTHAI","20","0",10.86,10.74,10,"10.07",34.84,110
"182940",8227009,"2010-04-18 03:28:00.000",47.75,-5.7,2,188.6,"GERMANY","06NI",11.08,10.96,10.95,"10.95","3","","NH","NACKTHAI","20","0",11.08,10.96,10.95,"10.95",35.69,132
