"","QUADRICULA","TET","crestlark","linnet","x","y"
"24441","PG84","Q",NA,NA,687000,4641000
"24446","PG84","V",0,1,689000,4641000
"24576","PG94","A",0,1,691000,4641000
"24581","PG94","F",NA,NA,693000,4641000
"24586","PG94","K",0,1,695000,4641000
"24591","PG94","Q",0,0,697000,4641000
"24596","PG94","V",0,1,699000,4641000
"24926","QG04","A",0,1,701000,4641000
"24931","QG04","F",NA,NA,703000,4641000
"24936","QG04","K",NA,NA,705000,4641000
"24941","QG04","Q",NA,NA,707000,4641000
"24946","QG04","V",NA,NA,709000,4641000
"13055","NG13","E",NA,NA,511000,4639000
"13060","NG13","J",NA,NA,513000,4639000
"13065","NG13","P",NA,NA,515000,4639000
"13070","NG13","U",NA,NA,517000,4639000
"13075","NG13","Z",NA,NA,519000,4639000
"13180","NG23","E",NA,NA,521000,4639000
"13185","NG23","J",NA,NA,523000,4639000
"13190","NG23","P",NA,NA,525000,4639000
"13195","NG23","U",0,1,527000,4639000
"13200","NG23","Z",NA,NA,529000,4639000
"13330","NG33","E",NA,NA,531000,4639000
"13335","NG33","J",NA,NA,533000,4639000
"13340","NG33","P",NA,NA,535000,4639000
"13345","NG33","U",0,1,537000,4639000
"13350","NG33","Z",0,0,539000,4639000
"13480","NG43","E",NA,NA,541000,4639000
"13485","NG43","J",0,0,543000,4639000
"13490","NG43","P",NA,NA,545000,4639000
"13495","NG43","U",NA,NA,547000,4639000
"13500","NG43","Z",NA,NA,549000,4639000
"13630","NG53","E",NA,NA,551000,4639000
"13635","NG53","J",NA,NA,553000,4639000
"13640","NG53","P",0,0,555000,4639000
"13645","NG53","U",NA,NA,557000,4639000
"13650","NG53","Z",NA,NA,559000,4639000
"13805","NG63","E",NA,NA,561000,4639000
"13810","NG63","J",0,0,563000,4639000
"13815","NG63","P",NA,NA,565000,4639000
"13820","NG63","U",NA,NA,567000,4639000
"13825","NG63","Z",NA,NA,569000,4639000
"13980","NG73","E",NA,NA,571000,4639000
"13985","NG73","J",NA,NA,573000,4639000
"13990","NG73","P",NA,NA,575000,4639000
"13995","NG73","U",NA,NA,577000,4639000
"14000","NG73","Z",NA,NA,579000,4639000
"14130","NG83","E",NA,NA,581000,4639000
"14135","NG83","J",NA,NA,583000,4639000
"14140","NG83","P",NA,NA,585000,4639000
"14145","NG83","U",NA,NA,587000,4639000
"14150","NG83","Z",NA,NA,589000,4639000
"14230","NG93","E",0,0,591000,4639000
"14235","NG93","J",NA,NA,593000,4639000
"14240","NG93","P",NA,NA,595000,4639000
"14245","NG93","U",NA,NA,597000,4639000
"14250","NG93","Z",NA,NA,599000,4639000
"23480","PG03","E",NA,NA,601000,4639000
"23485","PG03","J",NA,NA,603000,4639000
"23490","PG03","P",NA,NA,605000,4639000
"23495","PG03","U",0,0,607000,4639000
"23500","PG03","Z",NA,NA,609000,4639000
"23605","PG13","E",NA,NA,611000,4639000
"23610","PG13","J",NA,NA,613000,4639000
"23615","PG13","P",NA,NA,615000,4639000
"23620","PG13","U",NA,NA,617000,4639000
"23625","PG13","Z",NA,NA,619000,4639000
"23705","PG23","E",NA,NA,621000,4639000
"23710","PG23","J",NA,NA,623000,4639000
"23715","PG23","P",NA,NA,625000,4639000
"23720","PG23","U",NA,NA,627000,4639000
"23725","PG23","Z",NA,NA,629000,4639000
"23805","PG33","E",NA,NA,631000,4639000
"23810","PG33","J",NA,NA,633000,4639000
"23815","PG33","P",NA,NA,635000,4639000
"23820","PG33","U",NA,NA,637000,4639000
"23825","PG33","Z",NA,NA,639000,4639000
"23905","PG43","E",NA,NA,641000,4639000
"23910","PG43","J",NA,NA,643000,4639000
"23915","PG43","P",NA,NA,645000,4639000
"23920","PG43","U",NA,NA,647000,4639000
"23925","PG43","Z",NA,NA,649000,4639000
"24005","PG53","E",0,1,651000,4639000
"24010","PG53","J",NA,NA,653000,4639000
"24015","PG53","P",0,1,655000,4639000
"24020","PG53","U",NA,NA,657000,4639000
"24025","PG53","Z",0,1,659000,4639000
"24155","PG63","E",0,1,661000,4639000
"24160","PG63","J",NA,NA,663000,4639000
"24165","PG63","P",NA,NA,665000,4639000
"24170","PG63","U",0,1,667000,4639000
"24175","PG63","Z",NA,NA,669000,4639000
"24280","PG73","E",NA,NA,671000,4639000
"24285","PG73","J",0,1,673000,4639000
"24290","PG73","P",NA,NA,675000,4639000
"24295","PG73","U",NA,NA,677000,4639000
"24300","PG73","Z",0,1,679000,4639000
"24405","PG83","E",NA,NA,681000,4639000
"24410","PG83","J",0,1,683000,4639000
"24415","PG83","P",0,0,685000,4639000
"24420","PG83","U",NA,NA,687000,4639000
"24425","PG83","Z",NA,NA,689000,4639000
"24555","PG93","E",0,1,691000,4639000
"24560","PG93","J",NA,NA,693000,4639000
"24565","PG93","P",NA,NA,695000,4639000
"24570","PG93","U",0,0,697000,4639000
"24575","PG93","Z",NA,NA,699000,4639000
"24905","QG03","E",NA,NA,701000,4639000
"24910","QG03","J",NA,NA,703000,4639000
"24915","QG03","P",0,1,705000,4639000
"24920","QG03","U",NA,NA,707000,4639000
"24925","QG03","Z",NA,NA,709000,4639000
"13054","NG13","D",NA,NA,511000,4637000
"13059","NG13","I",NA,NA,513000,4637000
"13064","NG13","N",NA,NA,515000,4637000
"13069","NG13","T",0,0,517000,4637000
"13074","NG13","Y",NA,NA,519000,4637000
"13179","NG23","D",0,1,521000,4637000
"13184","NG23","I",NA,NA,523000,4637000
"13189","NG23","N",0,0,525000,4637000
"13194","NG23","T",NA,NA,527000,4637000
"13199","NG23","Y",NA,NA,529000,4637000
"13329","NG33","D",NA,NA,531000,4637000
"13334","NG33","I",NA,NA,533000,4637000
"13339","NG33","N",NA,NA,535000,4637000
"13344","NG33","T",NA,NA,537000,4637000
"13349","NG33","Y",NA,NA,539000,4637000
"13479","NG43","D",0,0,541000,4637000
"13484","NG43","I",NA,NA,543000,4637000
"13489","NG43","N",NA,NA,545000,4637000
"13494","NG43","T",NA,NA,547000,4637000
"13499","NG43","Y",NA,NA,549000,4637000
"13629","NG53","D",NA,NA,551000,4637000
"13634","NG53","I",0,1,553000,4637000
"13639","NG53","N",NA,NA,555000,4637000
"13644","NG53","T",0,1,557000,4637000
"13649","NG53","Y",NA,NA,559000,4637000
"13804","NG63","D",NA,NA,561000,4637000
"13809","NG63","I",NA,NA,563000,4637000
"13814","NG63","N",0,1,565000,4637000
"13819","NG63","T",NA,NA,567000,4637000
"13824","NG63","Y",NA,NA,569000,4637000
"13979","NG73","D",NA,NA,571000,4637000
"13984","NG73","I",NA,NA,573000,4637000
"13989","NG73","N",NA,NA,575000,4637000
"13994","NG73","T",NA,NA,577000,4637000
"13999","NG73","Y",NA,NA,579000,4637000
"14129","NG83","D",NA,NA,581000,4637000
"14134","NG83","I",NA,NA,583000,4637000
"14139","NG83","N",0,0,585000,4637000
"14144","NG83","T",NA,NA,587000,4637000
"14149","NG83","Y",0,0,589000,4637000
"14229","NG93","D",NA,NA,591000,4637000
"14234","NG93","I",NA,NA,593000,4637000
"14239","NG93","N",NA,NA,595000,4637000
"14244","NG93","T",NA,NA,597000,4637000
"14249","NG93","Y",0,0,599000,4637000
"23479","PG03","D",NA,NA,601000,4637000
"23484","PG03","I",0,0,603000,4637000
"23489","PG03","N",NA,NA,605000,4637000
"23494","PG03","T",NA,NA,607000,4637000
"23499","PG03","Y",0,1,609000,4637000
"23604","PG13","D",0,1,611000,4637000
"23609","PG13","I",NA,NA,613000,4637000
"23614","PG13","N",NA,NA,615000,4637000
"23619","PG13","T",0,1,617000,4637000
"23624","PG13","Y",NA,NA,619000,4637000
"23704","PG23","D",NA,NA,621000,4637000
"23709","PG23","I",NA,NA,623000,4637000
"23714","PG23","N",NA,NA,625000,4637000
"23719","PG23","T",NA,NA,627000,4637000
"23724","PG23","Y",NA,NA,629000,4637000
"23804","PG33","D",NA,NA,631000,4637000
"23809","PG33","I",NA,NA,633000,4637000
"23814","PG33","N",NA,NA,635000,4637000
"23819","PG33","T",NA,NA,637000,4637000
"23824","PG33","Y",NA,NA,639000,4637000
"23904","PG43","D",NA,NA,641000,4637000
"23909","PG43","I",NA,NA,643000,4637000
"23914","PG43","N",0,1,645000,4637000
"23919","PG43","T",NA,NA,647000,4637000
"23924","PG43","Y",NA,NA,649000,4637000
"24004","PG53","D",NA,NA,651000,4637000
"24009","PG53","I",NA,NA,653000,4637000
"24014","PG53","N",NA,NA,655000,4637000
"24019","PG53","T",NA,NA,657000,4637000
"24024","PG53","Y",NA,NA,659000,4637000
"24154","PG63","D",NA,NA,661000,4637000
"24159","PG63","I",NA,NA,663000,4637000
"24164","PG63","N",0,1,665000,4637000
"24169","PG63","T",NA,NA,667000,4637000
"24174","PG63","Y",0,1,669000,4637000
"24279","PG73","D",NA,NA,671000,4637000
"24284","PG73","I",NA,NA,673000,4637000
"24289","PG73","N",0,1,675000,4637000
"24294","PG73","T",NA,NA,677000,4637000
"24299","PG73","Y",NA,NA,679000,4637000
"24404","PG83","D",NA,NA,681000,4637000
"24409","PG83","I",0,1,683000,4637000
"24414","PG83","N",NA,NA,685000,4637000
"24419","PG83","T",0,1,687000,4637000
"24424","PG83","Y",NA,NA,689000,4637000
"24554","PG93","D",NA,NA,691000,4637000
"24559","PG93","I",0,1,693000,4637000
"24564","PG93","N",0,1,695000,4637000
"24569","PG93","T",NA,NA,697000,4637000
"24574","PG93","Y",NA,NA,699000,4637000
"24904","QG03","D",0,0,701000,4637000
"24909","QG03","I",NA,NA,703000,4637000
"24914","QG03","N",NA,NA,705000,4637000
"24919","QG03","T",NA,NA,707000,4637000
"24924","QG03","Y",NA,NA,709000,4637000
"13053","NG13","C",0,0,511000,4635000
"13058","NG13","H",NA,NA,513000,4635000
"13063","NG13","M",0,0,515000,4635000
"13068","NG13","S",NA,NA,517000,4635000
"13073","NG13","X",0,1,519000,4635000
"13178","NG23","C",NA,NA,521000,4635000
"13183","NG23","H",NA,NA,523000,4635000
"13188","NG23","M",NA,NA,525000,4635000
"13193","NG23","S",NA,NA,527000,4635000
"13198","NG23","X",NA,NA,529000,4635000
"13328","NG33","C",0,1,531000,4635000
"13333","NG33","H",NA,NA,533000,4635000
"13338","NG33","M",0,1,535000,4635000
"13343","NG33","S",NA,NA,537000,4635000
"13348","NG33","X",0,0,539000,4635000
"13478","NG43","C",NA,NA,541000,4635000
"13483","NG43","H",NA,NA,543000,4635000
"13488","NG43","M",0,0,545000,4635000
"13493","NG43","S",NA,NA,547000,4635000
"13498","NG43","X",NA,NA,549000,4635000
"13628","NG53","C",0,0,551000,4635000
"13633","NG53","H",NA,NA,553000,4635000
"13638","NG53","M",NA,NA,555000,4635000
"13643","NG53","S",NA,NA,557000,4635000
"13648","NG53","X",NA,NA,559000,4635000
"13803","NG63","C",0,0,561000,4635000
"13808","NG63","H",NA,NA,563000,4635000
"13813","NG63","M",NA,NA,565000,4635000
"13818","NG63","S",0,1,567000,4635000
"13823","NG63","X",NA,NA,569000,4635000
"13978","NG73","C",NA,NA,571000,4635000
"13983","NG73","H",NA,NA,573000,4635000
"13988","NG73","M",NA,NA,575000,4635000
"13993","NG73","S",NA,NA,577000,4635000
"13998","NG73","X",NA,NA,579000,4635000
"14128","NG83","C",NA,NA,581000,4635000
"14133","NG83","H",NA,NA,583000,4635000
"14138","NG83","M",NA,NA,585000,4635000
"14143","NG83","S",0,1,587000,4635000
"14148","NG83","X",NA,NA,589000,4635000
"14228","NG93","C",0,0,591000,4635000
"14233","NG93","H",NA,NA,593000,4635000
"14238","NG93","M",NA,NA,595000,4635000
"14243","NG93","S",NA,NA,597000,4635000
"14248","NG93","X",NA,NA,599000,4635000
"23478","PG03","C",NA,NA,601000,4635000
"23483","PG03","H",NA,NA,603000,4635000
"23488","PG03","M",NA,NA,605000,4635000
"23493","PG03","S",NA,NA,607000,4635000
"23498","PG03","X",NA,NA,609000,4635000
"23603","PG13","C",NA,NA,611000,4635000
"23608","PG13","H",0,1,613000,4635000
"23613","PG13","M",NA,NA,615000,4635000
"23618","PG13","S",NA,NA,617000,4635000
"23623","PG13","X",NA,NA,619000,4635000
"23703","PG23","C",NA,NA,621000,4635000
"23708","PG23","H",NA,NA,623000,4635000
"23713","PG23","M",0,0,625000,4635000
"23718","PG23","S",NA,NA,627000,4635000
"23723","PG23","X",0,0,629000,4635000
"23803","PG33","C",NA,NA,631000,4635000
"23808","PG33","H",NA,NA,633000,4635000
"23813","PG33","M",NA,NA,635000,4635000
"23818","PG33","S",NA,NA,637000,4635000
"23823","PG33","X",NA,NA,639000,4635000
"23903","PG43","C",NA,NA,641000,4635000
"23908","PG43","H",0,1,643000,4635000
"23913","PG43","M",NA,NA,645000,4635000
"23918","PG43","S",0,1,647000,4635000
"23923","PG43","X",NA,NA,649000,4635000
"24003","PG53","C",NA,NA,651000,4635000
"24008","PG53","H",0,1,653000,4635000
"24013","PG53","M",NA,NA,655000,4635000
"24018","PG53","S",NA,NA,657000,4635000
"24023","PG53","X",0,0,659000,4635000
"24153","PG63","C",NA,NA,661000,4635000
"24158","PG63","H",0,1,663000,4635000
"24163","PG63","M",NA,NA,665000,4635000
"24168","PG63","S",0,1,667000,4635000
"24173","PG63","X",NA,NA,669000,4635000
"24278","PG73","C",NA,NA,671000,4635000
"24283","PG73","H",0,1,673000,4635000
"24288","PG73","M",NA,NA,675000,4635000
"24293","PG73","S",NA,NA,677000,4635000
"24298","PG73","X",0,1,679000,4635000
"24403","PG83","C",0,1,681000,4635000
"24408","PG83","H",NA,NA,683000,4635000
"24413","PG83","M",0,0,685000,4635000
"24418","PG83","S",NA,NA,687000,4635000
"24423","PG83","X",0,1,689000,4635000
"24553","PG93","C",0,1,691000,4635000
"24558","PG93","H",NA,NA,693000,4635000
"24563","PG93","M",NA,NA,695000,4635000
"24568","PG93","S",NA,NA,697000,4635000
"24573","PG93","X",0,1,699000,4635000
"24903","QG03","C",NA,NA,701000,4635000
"24908","QG03","H",0,1,703000,4635000
"24913","QG03","M",NA,NA,705000,4635000
"24918","QG03","S",NA,NA,707000,4635000
"24923","QG03","X",NA,NA,709000,4635000
"13052","NG13","B",NA,NA,511000,4633000
"13057","NG13","G",NA,NA,513000,4633000
"13062","NG13","L",NA,NA,515000,4633000
"13067","NG13","R",0,1,517000,4633000
"13072","NG13","W",NA,NA,519000,4633000
"13177","NG23","B",0,1,521000,4633000
"13182","NG23","G",NA,NA,523000,4633000
"13187","NG23","L",0,1,525000,4633000
"13192","NG23","R",NA,NA,527000,4633000
"13197","NG23","W",NA,NA,529000,4633000
"13327","NG33","B",NA,NA,531000,4633000
"13332","NG33","G",NA,NA,533000,4633000
"13337","NG33","L",NA,NA,535000,4633000
"13342","NG33","R",NA,NA,537000,4633000
"13347","NG33","W",NA,NA,539000,4633000
"13477","NG43","B",NA,NA,541000,4633000
"13482","NG43","G",0,1,543000,4633000
"13487","NG43","L",NA,NA,545000,4633000
"13492","NG43","R",NA,NA,547000,4633000
"13497","NG43","W",0,0,549000,4633000
"13627","NG53","B",NA,NA,551000,4633000
"13632","NG53","G",NA,NA,553000,4633000
"13637","NG53","L",NA,NA,555000,4633000
"13642","NG53","R",0,0,557000,4633000
"13647","NG53","W",NA,NA,559000,4633000
"13802","NG63","B",NA,NA,561000,4633000
"13807","NG63","G",NA,NA,563000,4633000
"13812","NG63","L",NA,NA,565000,4633000
"13817","NG63","R",NA,NA,567000,4633000
"13822","NG63","W",NA,NA,569000,4633000
"13977","NG73","B",NA,NA,571000,4633000
"13982","NG73","G",NA,NA,573000,4633000
"13987","NG73","L",NA,NA,575000,4633000
"13992","NG73","R",NA,NA,577000,4633000
"13997","NG73","W",NA,NA,579000,4633000
"14127","NG83","B",NA,NA,581000,4633000
"14132","NG83","G",NA,NA,583000,4633000
"14137","NG83","L",0,0,585000,4633000
"14142","NG83","R",NA,NA,587000,4633000
"14147","NG83","W",0,1,589000,4633000
"14227","NG93","B",NA,NA,591000,4633000
"14232","NG93","G",NA,NA,593000,4633000
"14237","NG93","L",NA,NA,595000,4633000
"14242","NG93","R",0,1,597000,4633000
"14247","NG93","W",NA,NA,599000,4633000
"23477","PG03","B",NA,NA,601000,4633000
"23482","PG03","G",0,1,603000,4633000
"23487","PG03","L",NA,NA,605000,4633000
"23492","PG03","R",NA,NA,607000,4633000
"23497","PG03","W",0,1,609000,4633000
"23602","PG13","B",0,1,611000,4633000
"23607","PG13","G",NA,NA,613000,4633000
"23612","PG13","L",0,1,615000,4633000
"23617","PG13","R",NA,NA,617000,4633000
"23622","PG13","W",NA,NA,619000,4633000
"23702","PG23","B",NA,NA,621000,4633000
"23707","PG23","G",0,1,623000,4633000
"23712","PG23","L",NA,NA,625000,4633000
"23717","PG23","R",0,1,627000,4633000
"23722","PG23","W",NA,NA,629000,4633000
"23802","PG33","B",0,0,631000,4633000
"23807","PG33","G",NA,NA,633000,4633000
"23812","PG33","L",0,1,635000,4633000
"23817","PG33","R",0,1,637000,4633000
"23822","PG33","W",0,1,639000,4633000
"23902","PG43","B",NA,NA,641000,4633000
"23907","PG43","G",NA,NA,643000,4633000
"23912","PG43","L",0,0,645000,4633000
"23917","PG43","R",NA,NA,647000,4633000
"23922","PG43","W",0,1,649000,4633000
"24002","PG53","B",0,1,651000,4633000
"24007","PG53","G",NA,NA,653000,4633000
"24012","PG53","L",NA,NA,655000,4633000
"24017","PG53","R",0,1,657000,4633000
"24022","PG53","W",NA,NA,659000,4633000
"24152","PG63","B",NA,NA,661000,4633000
"24157","PG63","G",NA,NA,663000,4633000
"24162","PG63","L",NA,NA,665000,4633000
"24167","PG63","R",NA,NA,667000,4633000
"24172","PG63","W",NA,NA,669000,4633000
"24277","PG73","B",0,0,671000,4633000
"24282","PG73","G",NA,NA,673000,4633000
"24287","PG73","L",NA,NA,675000,4633000
"24292","PG73","R",0,1,677000,4633000
"24297","PG73","W",NA,NA,679000,4633000
"24402","PG83","B",NA,NA,681000,4633000
"24407","PG83","G",NA,NA,683000,4633000
"24412","PG83","L",NA,NA,685000,4633000
"24417","PG83","R",NA,NA,687000,4633000
"24422","PG83","W",NA,NA,689000,4633000
"24552","PG93","B",NA,NA,691000,4633000
"24557","PG93","G",NA,NA,693000,4633000
"24562","PG93","L",0,1,695000,4633000
"24567","PG93","R",NA,NA,697000,4633000
"24572","PG93","W",NA,NA,699000,4633000
"24902","QG03","B",0,1,701000,4633000
"24907","QG03","G",NA,NA,703000,4633000
"24912","QG03","L",0,0,705000,4633000
"24917","QG03","R",NA,NA,707000,4633000
"24922","QG03","W",NA,NA,709000,4633000
"13051","NG13","A",0,1,511000,4631000
"13056","NG13","F",NA,NA,513000,4631000
"13061","NG13","K",NA,NA,515000,4631000
"13066","NG13","Q",NA,NA,517000,4631000
"13071","NG13","V",NA,NA,519000,4631000
"13176","NG23","A",NA,NA,521000,4631000
"13181","NG23","F",0,1,523000,4631000
"13186","NG23","K",NA,NA,525000,4631000
"13191","NG23","Q",NA,NA,527000,4631000
"13196","NG23","V",0,1,529000,4631000
"13326","NG33","A",NA,NA,531000,4631000
"13331","NG33","F",NA,NA,533000,4631000
"13336","NG33","K",NA,NA,535000,4631000
"13341","NG33","Q",0,0,537000,4631000
"13346","NG33","V",NA,NA,539000,4631000
"13476","NG43","A",0,0,541000,4631000
"13481","NG43","F",NA,NA,543000,4631000
"13486","NG43","K",NA,NA,545000,4631000
"13491","NG43","Q",NA,NA,547000,4631000
"13496","NG43","V",NA,NA,549000,4631000
"13626","NG53","A",NA,NA,551000,4631000
"13631","NG53","F",0,1,553000,4631000
"13636","NG53","K",NA,NA,555000,4631000
"13641","NG53","Q",NA,NA,557000,4631000
"13646","NG53","V",NA,NA,559000,4631000
"13801","NG63","A",NA,NA,561000,4631000
"13806","NG63","F",0,1,563000,4631000
"13811","NG63","K",NA,NA,565000,4631000
"13816","NG63","Q",0,1,567000,4631000
"13821","NG63","V",NA,NA,569000,4631000
"13976","NG73","A",NA,NA,571000,4631000
"13981","NG73","F",NA,NA,573000,4631000
"13986","NG73","K",NA,NA,575000,4631000
"13991","NG73","Q",NA,NA,577000,4631000
"13996","NG73","V",NA,NA,579000,4631000
"14126","NG83","A",NA,NA,581000,4631000
"14131","NG83","F",NA,NA,583000,4631000
"14136","NG83","K",NA,NA,585000,4631000
"14141","NG83","Q",0,1,587000,4631000
"14146","NG83","V",NA,NA,589000,4631000
"14226","NG93","A",NA,NA,591000,4631000
"14231","NG93","F",0,0,593000,4631000
"14236","NG93","K",NA,NA,595000,4631000
"14241","NG93","Q",NA,NA,597000,4631000
"14246","NG93","V",0,0,599000,4631000
"23476","PG03","A",0,0,601000,4631000
"23481","PG03","F",NA,NA,603000,4631000
"23486","PG03","K",NA,NA,605000,4631000
"23491","PG03","Q",NA,NA,607000,4631000
"23496","PG03","V",NA,NA,609000,4631000
"23601","PG13","A",NA,NA,611000,4631000
"23606","PG13","F",NA,NA,613000,4631000
"23611","PG13","K",NA,NA,615000,4631000
"23616","PG13","Q",NA,NA,617000,4631000
"23621","PG13","V",0,1,619000,4631000
"23701","PG23","A",NA,NA,621000,4631000
"23706","PG23","F",NA,NA,623000,4631000
"23711","PG23","K",0,0,625000,4631000
"23716","PG23","Q",NA,NA,627000,4631000
"23721","PG23","V",0,1,629000,4631000
"23801","PG33","A",NA,NA,631000,4631000
"23806","PG33","F",0,1,633000,4631000
"23811","PG33","K",NA,NA,635000,4631000
"23816","PG33","Q",NA,NA,637000,4631000
"23821","PG33","V",0,1,639000,4631000
"23901","PG43","A",NA,NA,641000,4631000
"23906","PG43","F",NA,NA,643000,4631000
"23911","PG43","K",NA,NA,645000,4631000
"23916","PG43","Q",0,0,647000,4631000
"23921","PG43","V",NA,NA,649000,4631000
"24001","PG53","A",NA,NA,651000,4631000
"24006","PG53","F",NA,NA,653000,4631000
"24011","PG53","K",0,0,655000,4631000
"24016","PG53","Q",NA,NA,657000,4631000
"24021","PG53","V",NA,NA,659000,4631000
"24151","PG63","A",0,1,661000,4631000
"24156","PG63","F",NA,NA,663000,4631000
"24161","PG63","K",NA,NA,665000,4631000
"24166","PG63","Q",0,0,667000,4631000
"24171","PG63","V",NA,NA,669000,4631000
"24276","PG73","A",NA,NA,671000,4631000
"24281","PG73","F",0,1,673000,4631000
"24286","PG73","K",NA,NA,675000,4631000
"24291","PG73","Q",NA,NA,677000,4631000
"24296","PG73","V",0,1,679000,4631000
"24401","PG83","A",0,1,681000,4631000
"24406","PG83","F",NA,NA,683000,4631000
"24411","PG83","K",NA,NA,685000,4631000
"24416","PG83","Q",NA,NA,687000,4631000
"24421","PG83","V",0,1,689000,4631000
"24551","PG93","A",0,1,691000,4631000
"24556","PG93","F",NA,NA,693000,4631000
"24561","PG93","K",NA,NA,695000,4631000
"24566","PG93","Q",0,1,697000,4631000
"24571","PG93","V",NA,NA,699000,4631000
"24901","QG03","A",NA,NA,701000,4631000
"24906","QG03","F",0,1,703000,4631000
"24911","QG03","K",NA,NA,705000,4631000
"24916","QG03","Q",NA,NA,707000,4631000
"24921","QG03","V",NA,NA,709000,4631000
"12955","NG02","E",NA,NA,501000,4629000
"12960","NG02","J",NA,NA,503000,4629000
"12965","NG02","P",NA,NA,505000,4629000
"12970","NG02","U",NA,NA,507000,4629000
"12975","NG02","Z",NA,NA,509000,4629000
"13030","NG12","E",0,0,511000,4629000
"13035","NG12","J",NA,NA,513000,4629000
"13040","NG12","P",0,1,515000,4629000
"13045","NG12","U",NA,NA,517000,4629000
"13050","NG12","Z",0,1,519000,4629000
"13155","NG22","E",NA,NA,521000,4629000
"13160","NG22","J",NA,NA,523000,4629000
