"","year","exra","nao","location","code","elevation","climate.region","N","E"
"2035",2008,42.8,1.72,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2149",2009,51.9,0.72,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2237",2010,55.6,-5.96,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2335",2011,25.7,2.95,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2435",2012,26.8,-0.25,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2535",2013,58,0.9,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2635",2014,42.5,2.97,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"2734",2015,30.3,4.09,"Muehleberg","MUB",480,"Central plateau",46.97,7.28
"1150",1981,45.1,-0.55,"Montana","MVE",1427,"Valais",46.3,7.46
"2150",1982,35.9,2.63,"Montana","MVE",1427,"Valais",46.3,7.46
"381",1983,47.7,0.38,"Montana","MVE",1427,"Valais",46.3,7.46
"436",1984,45.8,2.17,"Montana","MVE",1427,"Valais",46.3,7.46
"536",1985,50.1,-3.09,"Montana","MVE",1427,"Valais",46.3,7.46
"636",1986,44.5,3.14,"Montana","MVE",1427,"Valais",46.3,7.46
"736",1987,31.9,-3.01,"Montana","MVE",1427,"Valais",46.3,7.46
"836",1988,57.6,-0.13,"Montana","MVE",1427,"Valais",46.3,7.46
"936",1989,31.7,2.38,"Montana","MVE",1427,"Valais",46.3,7.46
"1036",1990,66.4,3.88,"Montana","MVE",1427,"Valais",46.3,7.46
"1151",1991,86.6,1.14,"Montana","MVE",1427,"Valais",46.3,7.46
"1238",1992,36.7,2.54,"Montana","MVE",1427,"Valais",46.3,7.46
"1336",1993,41.6,1.71,"Montana","MVE",1427,"Valais",46.3,7.46
"1436",1994,34,2.86,"Montana","MVE",1427,"Valais",46.3,7.46
"1536",1995,82.2,-1.11,"Montana","MVE",1427,"Valais",46.3,7.46
"1636",1996,46.5,-1.98,"Montana","MVE",1427,"Valais",46.3,7.46
"1736",1997,48.6,-0.93,"Montana","MVE",1427,"Valais",46.3,7.46
"1836",1998,41.8,1.03,"Montana","MVE",1427,"Valais",46.3,7.46
"1936",1999,53.3,2.25,"Montana","MVE",1427,"Valais",46.3,7.46
"2036",2000,30.8,1.18,"Montana","MVE",1427,"Valais",46.3,7.46
"2151",2001,44.5,-1.91,"Montana","MVE",1427,"Valais",46.3,7.46
"2238",2002,40.2,1,"Montana","MVE",1427,"Valais",46.3,7.46
"2336",2003,34.4,-0.09,"Montana","MVE",1427,"Valais",46.3,7.46
"2436",2004,46.9,0.7,"Montana","MVE",1427,"Valais",46.3,7.46
"2536",2005,32.4,-1.35,"Montana","MVE",1427,"Valais",46.3,7.46
"2636",2006,36,-0.2,"Montana","MVE",1427,"Valais",46.3,7.46
"2735",2007,60.3,1.35,"Montana","MVE",1427,"Valais",46.3,7.46
"2832",2008,30.8,1.72,"Montana","MVE",1427,"Valais",46.3,7.46
"2931",2009,43.2,0.72,"Montana","MVE",1427,"Valais",46.3,7.46
"3030",2010,23.8,-5.96,"Montana","MVE",1427,"Valais",46.3,7.46
"3132",2011,43.2,2.95,"Montana","MVE",1427,"Valais",46.3,7.46
"3230",2012,27.4,-0.25,"Montana","MVE",1427,"Valais",46.3,7.46
"3328",2013,32.3,0.9,"Montana","MVE",1427,"Valais",46.3,7.46
"3425",2014,43.8,2.97,"Montana","MVE",1427,"Valais",46.3,7.46
"3523",2015,48.9,4.09,"Montana","MVE",1427,"Valais",46.3,7.46
"1152",1981,46.1,-0.55,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2152",1982,46.7,2.63,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"382",1983,41.8,0.38,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"437",1984,55.3,2.17,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"537",1985,44.4,-3.09,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"637",1986,36.9,3.14,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"737",1987,43.4,-3.01,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"837",1988,54,-0.13,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"937",1989,47.4,2.38,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1037",1990,68.9,3.88,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1153",1991,39.2,1.14,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1239",1992,42.9,2.54,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1337",1993,47.6,1.71,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1437",1994,75.1,2.86,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1537",1995,52.3,-1.11,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1637",1996,44.6,-1.98,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1737",1997,41.6,-0.93,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1837",1998,54.4,1.03,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1937",1999,56.3,2.25,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2037",2000,40.8,1.18,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2153",2001,44.7,-1.91,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2239",2002,52.6,1,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2337",2003,42.2,-0.09,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2437",2004,43.8,0.7,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2537",2005,83.7,-1.35,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2637",2006,77,-0.2,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2736",2007,57.4,1.35,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2833",2008,52.6,1.72,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"2932",2009,69.3,0.72,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3031",2010,46.4,-5.96,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3133",2011,39.9,2.95,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3231",2012,68.3,-0.25,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3329",2013,43.8,0.9,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3426",2014,58.2,2.97,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"3524",2015,47.2,4.09,"Napf","NAP",1404,"Central Alpine north slope",47,7.94
"1154",1981,37,-0.55,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2154",1982,38.9,2.63,"Neuchatel","NEU",485,"Western plateau",47,6.95
"383",1983,69,0.38,"Neuchatel","NEU",485,"Western plateau",47,6.95
"438",1984,28,2.17,"Neuchatel","NEU",485,"Western plateau",47,6.95
"538",1985,42.7,-3.09,"Neuchatel","NEU",485,"Western plateau",47,6.95
"638",1986,34.7,3.14,"Neuchatel","NEU",485,"Western plateau",47,6.95
"738",1987,61.1,-3.01,"Neuchatel","NEU",485,"Western plateau",47,6.95
"838",1988,115.4,-0.13,"Neuchatel","NEU",485,"Western plateau",47,6.95
"938",1989,28.2,2.38,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1038",1990,36,3.88,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1155",1991,46.2,1.14,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1240",1992,34.9,2.54,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1338",1993,42.3,1.71,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1438",1994,38.1,2.86,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1538",1995,26.7,-1.11,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1638",1996,54,-1.98,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1738",1997,56.6,-0.93,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1838",1998,27.4,1.03,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1938",1999,47.8,2.25,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2038",2000,37.7,1.18,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2155",2001,31.8,-1.91,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2240",2002,46.6,1,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2338",2003,41.3,-0.09,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2438",2004,44.3,0.7,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2538",2005,41.7,-1.35,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2638",2006,51,-0.2,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2737",2007,91.1,1.35,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2834",2008,48.9,1.72,"Neuchatel","NEU",485,"Western plateau",47,6.95
"2933",2009,39.1,0.72,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3032",2010,27.7,-5.96,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3134",2011,33.1,2.95,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3232",2012,38.7,-0.25,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3330",2013,82.1,0.9,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3427",2014,34.5,2.97,"Neuchatel","NEU",485,"Western plateau",47,6.95
"3525",2015,41,4.09,"Neuchatel","NEU",485,"Western plateau",47,6.95
"1156",1981,219.5,-0.55,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2156",1982,141,2.63,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"384",1983,200.3,0.38,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"439",1984,149.3,2.17,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"539",1985,107.8,-3.09,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"639",1986,76.4,3.14,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"739",1987,164,-3.01,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"839",1988,234,-0.13,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"939",1989,80.2,2.38,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1039",1990,101.4,3.88,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1157",1991,258.1,1.14,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1241",1992,79.4,2.54,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1339",1993,138,1.71,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1439",1994,98.5,2.86,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1539",1995,83.8,-1.11,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1639",1996,82.5,-1.98,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1739",1997,159.4,-0.93,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1839",1998,141.1,1.03,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1939",1999,132.9,2.25,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2039",2000,79,1.18,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2157",2001,87.9,-1.91,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2241",2002,176.8,1,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2339",2003,125.6,-0.09,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2439",2004,122,0.7,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2539",2005,89.7,-1.35,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2639",2006,149.2,-0.2,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2738",2007,76.3,1.35,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2835",2008,73.4,1.72,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"2934",2009,165.9,0.72,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3033",2010,85.3,-5.96,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3135",2011,92.2,2.95,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3233",2012,73.9,-0.25,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3331",2013,131.6,0.9,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3428",2014,135.7,2.97,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"3526",2015,86.4,4.09,"Locarno.Monti","OTL",367,"Alpine south side",46.17,8.79
"1158",1981,34.7,-0.55,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2158",1982,44.6,2.63,"Payerne","PAY",490,"Western plateau",46.81,6.94
"385",1983,48.5,0.38,"Payerne","PAY",490,"Western plateau",46.81,6.94
"440",1984,45.8,2.17,"Payerne","PAY",490,"Western plateau",46.81,6.94
"540",1985,42.7,-3.09,"Payerne","PAY",490,"Western plateau",46.81,6.94
"640",1986,42.6,3.14,"Payerne","PAY",490,"Western plateau",46.81,6.94
"740",1987,58.9,-3.01,"Payerne","PAY",490,"Western plateau",46.81,6.94
"840",1988,46.7,-0.13,"Payerne","PAY",490,"Western plateau",46.81,6.94
"940",1989,28.5,2.38,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1040",1990,35.6,3.88,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1159",1991,52,1.14,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1242",1992,36.9,2.54,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1340",1993,34.2,1.71,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1440",1994,42.6,2.86,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1540",1995,67,-1.11,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1640",1996,34.3,-1.98,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1740",1997,46,-0.93,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1840",1998,38.4,1.03,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1940",1999,40.6,2.25,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2040",2000,39.1,1.18,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2159",2001,34.1,-1.91,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2242",2002,32,1,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2340",2003,32.1,-0.09,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2440",2004,33.3,0.7,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2540",2005,47.9,-1.35,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2640",2006,35.5,-0.2,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2739",2007,55.5,1.35,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2836",2008,51,1.72,"Payerne","PAY",490,"Western plateau",46.81,6.94
"2935",2009,38.6,0.72,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3034",2010,23.6,-5.96,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3136",2011,32.3,2.95,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3234",2012,33.1,-0.25,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3332",2013,55,0.9,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3429",2014,59.6,2.97,"Payerne","PAY",490,"Western plateau",46.81,6.94
"3527",2015,25.5,4.09,"Payerne","PAY",490,"Western plateau",46.81,6.94
"1160",1981,63.2,-0.55,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2160",1982,72.2,2.63,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"386",1983,50.4,0.38,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"441",1984,56.5,2.17,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"541",1985,57.7,-3.09,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"641",1986,83.6,3.14,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"741",1987,42.1,-3.01,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"841",1988,54.5,-0.13,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"941",1989,48.6,2.38,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1041",1990,58.2,3.88,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1161",1991,99.3,1.14,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1243",1992,53.5,2.54,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1341",1993,74.5,1.71,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1441",1994,50,2.86,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1541",1995,77.1,-1.11,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1641",1996,125.4,-1.98,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1741",1997,62.6,-0.93,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1841",1998,53.5,1.03,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1941",1999,72.2,2.25,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2041",2000,74,1.18,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2161",2001,74.3,-1.91,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2243",2002,67.3,1,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2341",2003,55.7,-0.09,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2441",2004,199.6,0.7,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2541",2005,189.4,-1.35,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2641",2006,100.1,-0.2,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2740",2007,109.9,1.35,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2837",2008,59.4,1.72,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"2936",2009,53.9,0.72,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3035",2010,52.9,-5.96,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3137",2011,43.5,2.95,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3235",2012,49.4,-0.25,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3333",2013,52.2,0.9,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3430",2014,44.1,2.97,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"3528",2015,45.5,4.09,"Pilatus","PIL",2106,"Central Alpine north slope",46.98,8.25
"1162",1981,74,-0.55,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2162",1982,76.1,2.63,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"387",1983,78.7,0.38,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"442",1984,59.7,2.17,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"542",1985,76.3,-3.09,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"642",1986,52.7,3.14,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"742",1987,99.2,-3.01,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"842",1988,84.1,-0.13,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"942",1989,62.3,2.38,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1042",1990,53.3,3.88,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1163",1991,97.2,1.14,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1244",1992,76,2.54,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1342",1993,104.4,1.71,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1442",1994,64.8,2.86,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1542",1995,63.1,-1.11,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1642",1996,86.5,-1.98,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1742",1997,64.9,-0.93,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1842",1998,85.6,1.03,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1942",1999,69.1,2.25,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2042",2000,78.5,1.18,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2163",2001,87.2,-1.91,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2244",2002,110.6,1,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2342",2003,69.6,-0.09,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2442",2004,56.8,0.7,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2542",2005,41.9,-1.35,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2642",2006,70.5,-0.2,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2741",2007,80.8,1.35,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2838",2008,106.3,1.72,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"2937",2009,76.1,0.72,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3036",2010,57.3,-5.96,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3138",2011,96.2,2.95,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3236",2012,95.9,-0.25,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3334",2013,74.4,0.9,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3431",2014,93.1,2.97,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"3529",2015,52.4,4.09,"Piotta","PIO",990,"Alpine south side",46.51,8.69
"1164",1990,63.1,3.88,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2164",1991,41.1,1.14,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"388",1992,62.3,2.54,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"443",1993,53.7,1.71,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"543",1994,45.8,2.86,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"643",1995,67.3,-1.11,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"743",1996,52.8,-1.98,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"843",1997,64.3,-0.93,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"943",1998,35.6,1.03,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1043",1999,75.3,2.25,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1165",2000,26.9,1.18,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1245",2001,49,-1.91,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1343",2002,63.7,1,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1443",2003,39.8,-0.09,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1543",2004,40.2,0.7,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1643",2005,60.8,-1.35,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1743",2006,36.8,-0.2,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1843",2007,65.4,1.35,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1943",2008,38.9,1.72,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2043",2009,41.4,0.72,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2165",2010,43.7,-5.96,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2245",2011,42.4,2.95,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2343",2012,36.5,-0.25,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2443",2013,40.5,0.9,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2543",2014,48.7,2.97,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"2643",2015,32.3,4.09,"Plaffeien","PLF",1042,"Western Alpine north slope",46.75,7.27
"1166",1981,39.8,-0.55,"Pully","PUY",456,"Western plateau",46.51,6.67
"2166",1982,45.3,2.63,"Pully","PUY",456,"Western plateau",46.51,6.67
"389",1983,42.9,0.38,"Pully","PUY",456,"Western plateau",46.51,6.67
"444",1984,74.6,2.17,"Pully","PUY",456,"Western plateau",46.51,6.67
"544",1985,55.6,-3.09,"Pully","PUY",456,"Western plateau",46.51,6.67
"644",1986,50.4,3.14,"Pully","PUY",456,"Western plateau",46.51,6.67
"744",1987,64,-3.01,"Pully","PUY",456,"Western plateau",46.51,6.67
"844",1988,58.3,-0.13,"Pully","PUY",456,"Western plateau",46.51,6.67
"944",1989,43.5,2.38,"Pully","PUY",456,"Western plateau",46.51,6.67
"1044",1990,63.8,3.88,"Pully","PUY",456,"Western plateau",46.51,6.67
"1167",1991,50.2,1.14,"Pully","PUY",456,"Western plateau",46.51,6.67
"1246",1992,44,2.54,"Pully","PUY",456,"Western plateau",46.51,6.67
"1344",1993,43.4,1.71,"Pully","PUY",456,"Western plateau",46.51,6.67
"1444",1994,72.7,2.86,"Pully","PUY",456,"Western plateau",46.51,6.67
"1544",1995,57,-1.11,"Pully","PUY",456,"Western plateau",46.51,6.67
"1644",1996,40.9,-1.98,"Pully","PUY",456,"Western plateau",46.51,6.67
"1744",1997,68.5,-0.93,"Pully","PUY",456,"Western plateau",46.51,6.67
"1844",1998,50.9,1.03,"Pully","PUY",456,"Western plateau",46.51,6.67
"1944",1999,68.6,2.25,"Pully","PUY",456,"Western plateau",46.51,6.67
"2044",2000,45.9,1.18,"Pully","PUY",456,"Western plateau",46.51,6.67
"2167",2001,49.5,-1.91,"Pully","PUY",456,"Western plateau",46.51,6.67
"2246",2002,54.6,1,"Pully","PUY",456,"Western plateau",46.51,6.67
"2344",2003,35.8,-0.09,"Pully","PUY",456,"Western plateau",46.51,6.67
"2444",2004,47.8,0.7,"Pully","PUY",456,"Western plateau",46.51,6.67
"2544",2005,46.7,-1.35,"Pully","PUY",456,"Western plateau",46.51,6.67
"2644",2006,66.7,-0.2,"Pully","PUY",456,"Western plateau",46.51,6.67
"2742",2007,61.3,1.35,"Pully","PUY",456,"Western plateau",46.51,6.67
"2839",2008,54.7,1.72,"Pully","PUY",456,"Western plateau",46.51,6.67
"2938",2009,28.9,0.72,"Pully","PUY",456,"Western plateau",46.51,6.67
"3037",2010,39,-5.96,"Pully","PUY",456,"Western plateau",46.51,6.67
"3139",2011,41.9,2.95,"Pully","PUY",456,"Western plateau",46.51,6.67
"3237",2012,42.6,-0.25,"Pully","PUY",456,"Western plateau",46.51,6.67
"3335",2013,85.6,0.9,"Pully","PUY",456,"Western plateau",46.51,6.67
"3432",2014,73.6,2.97,"Pully","PUY",456,"Western plateau",46.51,6.67
"3530",2015,41.9,4.09,"Pully","PUY",456,"Western plateau",46.51,6.67
"1168",1981,41.3,-0.55,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"2168",1982,35,2.63,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"390",1983,41.7,0.38,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
"445",1984,38,2.17,"Zuerich.Affoltern","REH",444,"North-eastern plateau",47.43,8.52
